?class	?labels	?synonyms	?definitions
<https://mdatahub.org/data/meo/MEO_0001777>	"pothole"		
<https://mdatahub.org/data/meo/MEO_0001778>	"weir"		
<https://mdatahub.org/data/meo/MEO_0001780>	"sill"		
<https://mdatahub.org/data/meo/MEO_0001781>	"brackish lake"		
<https://mdatahub.org/data/meo/MEO_0001782>	"brackish pond"		
<https://mdatahub.org/data/meo/MEO_0001783>	"kame"		
<https://mdatahub.org/data/meo/MEO_0001784>	"swale"		
<https://mdatahub.org/data/meo/MEO_0001785>	"leat"		
<https://mdatahub.org/data/meo/MEO_0001786>	"shingle beach"		
<https://mdatahub.org/data/meo/MEO_0001787>	"waterhole"		
<https://mdatahub.org/data/meo/MEO_0001788>	"intermittent water body"		
<https://mdatahub.org/data/meo/MEO_0001789>	"range of seamounts"		
<https://mdatahub.org/data/meo/MEO_0001790>	"endorheic basin"		
<https://mdatahub.org/data/meo/MEO_0001791>	"talik"		
<https://mdatahub.org/data/meo/MEO_0001792>	"multipurpose dam"		
<https://mdatahub.org/data/meo/MEO_0001793>	"saddle dam"		
<https://mdatahub.org/data/meo/MEO_0001794>	"check dam"		
<https://mdatahub.org/data/meo/MEO_0001795>	"wing dam"		
<https://mdatahub.org/data/meo/MEO_0001796>	"dry dam"		
<https://mdatahub.org/data/meo/MEO_0001797>	"diversionary dam"		
<https://mdatahub.org/data/meo/MEO_0001798>	"sports facility"		
<https://mdatahub.org/data/meo/MEO_0001799>	"calanque"		
<https://mdatahub.org/data/meo/MEO_0001802>	"igneous rock"		
<https://mdatahub.org/data/meo/MEO_0001803>	"carcass"		
<https://mdatahub.org/data/meo/MEO_0001804>	"anaerobic sediment"		
<https://mdatahub.org/data/meo/MEO_0001805>	"chalk"		
<https://mdatahub.org/data/meo/MEO_0001806>	"raw primary sludge"		
<https://mdatahub.org/data/meo/MEO_0001807>	"secondary sludge"		
<https://mdatahub.org/data/meo/MEO_0001808>	"biosolids"		
<https://mdatahub.org/data/meo/MEO_0001809>	"gold mine drainage"		
<https://mdatahub.org/data/meo/MEO_0001810>	"creosote contaminated soil"		
<https://mdatahub.org/data/meo/MEO_0001811>	"alkaline salt lake"		
<https://mdatahub.org/data/meo/MEO_0001812>	"arsenic-rich mud"		
<https://mdatahub.org/data/meo/MEO_0001813>	"anaerobic dechlorinating bioreactor"		
<https://mdatahub.org/data/meo/MEO_0001814>	"aerobic bioreactor"		
<https://mdatahub.org/data/meo/MEO_0001815>	"stream sediment"		
<https://mdatahub.org/data/meo/MEO_0001816>	"mesophilic sulfur spring"		
<https://mdatahub.org/data/meo/MEO_0001817>	"anaerobic mud"		
<https://mdatahub.org/data/meo/MEO_0001818>	"treated wood"		
<https://mdatahub.org/data/meo/MEO_0001819>	"brackish estuary"		
<https://mdatahub.org/data/meo/MEO_0001820>	"borax leachate"		
<https://mdatahub.org/data/meo/MEO_0001821>	"xylene contaminated soil"		
<https://mdatahub.org/data/meo/MEO_0001822>	"coal mine lake sediment"		
<https://mdatahub.org/data/meo/MEO_0001823>	"coarse beach sand"		
<https://mdatahub.org/data/meo/MEO_0001824>	"coastal sea water"		
<https://mdatahub.org/data/meo/MEO_0001825>	"compost biofilter"		
<https://mdatahub.org/data/meo/MEO_0001826>	"radioactive sediment"		
<https://mdatahub.org/data/meo/MEO_0001827>	"stromatolite mat"		
<https://mdatahub.org/data/meo/MEO_0001828>	"ditch water"		
<https://mdatahub.org/data/meo/MEO_0001829>	"drilling bore water"		
<https://mdatahub.org/data/meo/MEO_0001830>	"estuarine mud"		
<https://mdatahub.org/data/meo/MEO_0001831>	"platinum mine"		
<https://mdatahub.org/data/meo/MEO_0001832>	"gold mine"		
<https://mdatahub.org/data/meo/MEO_0001833>	"hay compost"		
<https://mdatahub.org/data/meo/MEO_0001834>	"processed meat product"		
<https://mdatahub.org/data/meo/MEO_0001835>	"contaminated sludge"		
<https://mdatahub.org/data/meo/MEO_0001836>	"neutral hot spring"		
<https://mdatahub.org/data/meo/MEO_0001837>	"animal litter"		
<https://mdatahub.org/data/meo/MEO_0001838>	"pulp-bleaching waste water"		
<https://mdatahub.org/data/meo/MEO_0001839>	"oil field production water"		
<https://mdatahub.org/data/meo/MEO_0001840>	"saline water aquarium"		
<https://mdatahub.org/data/meo/MEO_0001841>	"fresh water aquarium"		
<https://mdatahub.org/data/meo/MEO_0001842>	"sandy beach"		
<https://mdatahub.org/data/meo/MEO_0001843>	"organically contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0001844>	"inorganically contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0001845>	"coal mine waste"		
<https://mdatahub.org/data/meo/MEO_0001846>	"thermophilic anaerobic methanogenic reactor"		
<https://mdatahub.org/data/meo/MEO_0001847>	"thermophilic granular sludge"		
<https://mdatahub.org/data/meo/MEO_0001848>	"anaerobic sludge blanket reactor"		
<https://mdatahub.org/data/meo/MEO_0001849>	"plant food product"		
<https://mdatahub.org/data/meo/MEO_0001850>	"shop"		
<https://mdatahub.org/data/meo/MEO_0001851>	"oligotrophic water"		
<https://mdatahub.org/data/meo/MEO_0001852>	"eutrophic water"		
<https://mdatahub.org/data/meo/MEO_0001853>	"mesotrophic water"		
<https://mdatahub.org/data/meo/MEO_0001854>	"borehole"		
<https://mdatahub.org/data/meo/MEO_0001855>	"arenosol"		
<https://mdatahub.org/data/meo/MEO_0001856>	"alisol"		
<https://mdatahub.org/data/meo/MEO_0001857>	"andosol"		
<https://mdatahub.org/data/meo/MEO_0001858>	"albeluvisol"		
<https://mdatahub.org/data/meo/MEO_0001859>	"acrisol"		
<https://mdatahub.org/data/meo/MEO_0001860>	"cryosol"		
<https://mdatahub.org/data/meo/MEO_0001861>	"chernozem"		
<https://mdatahub.org/data/meo/MEO_0001862>	"durisol"		
<https://mdatahub.org/data/meo/MEO_0001863>	"kastanozem"		
<https://mdatahub.org/data/meo/MEO_0001864>	"leptosol"		
<https://mdatahub.org/data/meo/MEO_0001865>	"lixisol"		
<https://mdatahub.org/data/meo/MEO_0001866>	"histosol"		
<https://mdatahub.org/data/meo/MEO_0001867>	"gleysol"		
<https://mdatahub.org/data/meo/MEO_0001868>	"gypsisol"		
<https://mdatahub.org/data/meo/MEO_0001869>	"nitisol"		
<https://mdatahub.org/data/meo/MEO_0001870>	"luvisol"		
<https://mdatahub.org/data/meo/MEO_0001871>	"phaeozem"		
<https://mdatahub.org/data/meo/MEO_0001872>	"plinthosol"		
<https://mdatahub.org/data/meo/MEO_0001873>	"planosol"		
<https://mdatahub.org/data/meo/MEO_0001874>	"solonchak"		
<https://mdatahub.org/data/meo/MEO_0001875>	"umbrisol"		
<https://mdatahub.org/data/meo/MEO_0001876>	"vertisol"		
<https://mdatahub.org/data/meo/MEO_0001877>	"solonetz"		
<https://mdatahub.org/data/meo/MEO_0001878>	"regosol"		
<https://mdatahub.org/data/meo/MEO_0001879>	"podzol"		
<https://mdatahub.org/data/meo/MEO_0001880>	"dune soil"		
<https://mdatahub.org/data/meo/MEO_0001881>	"fluvisol"		
<https://mdatahub.org/data/meo/MEO_0001882>	"stagnosol"		
<https://mdatahub.org/data/meo/MEO_0001883>	"technosol"		
<https://mdatahub.org/data/meo/MEO_0001884>	"animal waste"		
<https://mdatahub.org/data/meo/MEO_0001885>	"alluvial soil"		
<https://mdatahub.org/data/meo/MEO_0001886>	"warm seep"		
<https://mdatahub.org/data/meo/MEO_0001887>	"fresh animal manure"		
<https://mdatahub.org/data/meo/MEO_0001888>	"bacon curing brine"		
<https://mdatahub.org/data/meo/MEO_0001889>	"cane sugar"		
<https://mdatahub.org/data/meo/MEO_0001890>	"Gorgonzola"		
<https://mdatahub.org/data/meo/MEO_0001891>	"distilled water"		
<https://mdatahub.org/data/meo/MEO_0001892>	"ice cream"		
<https://mdatahub.org/data/meo/MEO_0001893>	"Meshanger cheese"		
<https://mdatahub.org/data/meo/MEO_0001894>	"metal contaminated soil"		
<https://mdatahub.org/data/meo/MEO_0001895>	"enriched soil"		
<https://mdatahub.org/data/meo/MEO_0001896>	"tap water"		
<https://mdatahub.org/data/meo/MEO_0001898>	"horse manure"		
<https://mdatahub.org/data/meo/MEO_0001899>	"pig manure"		
<https://mdatahub.org/data/meo/MEO_0001900>	"industrial building"		
<https://mdatahub.org/data/meo/MEO_0001904>	"farmyard manure"		
<https://mdatahub.org/data/meo/MEO_0001905>	"bottled beer"		
<https://mdatahub.org/data/meo/MEO_0001906>	"rye grass silage"		
<https://mdatahub.org/data/meo/MEO_0001907>	"malt vinegar"		
<https://mdatahub.org/data/meo/MEO_0001908>	"nonfat dry milk"		
<https://mdatahub.org/data/meo/MEO_0001909>	"sake brewery"		
<https://mdatahub.org/data/meo/MEO_0001910>	"stable manure"		
<https://mdatahub.org/data/meo/MEO_0001911>	"bitter cheese"		
<https://mdatahub.org/data/meo/MEO_0001912>	"brown sugar"		
<https://mdatahub.org/data/meo/MEO_0001914>	"maize flour"		
<https://mdatahub.org/data/meo/MEO_0001915>	"potato silage"		
<https://mdatahub.org/data/meo/MEO_0001916>	"sour milk"		
<https://mdatahub.org/data/meo/MEO_0001917>	"dried milk product"		
<https://mdatahub.org/data/meo/MEO_0001918>	"travertine"		
<https://mdatahub.org/data/meo/MEO_0001919>	"sawmill"		
<https://mdatahub.org/data/meo/MEO_0001920>	"karst field"		
<https://mdatahub.org/data/meo/MEO_0001921>	"paddy field soil"		
<https://mdatahub.org/data/meo/MEO_0001922>	"alpine soil"		
<https://mdatahub.org/data/meo/MEO_0001923>	"roadside soil"		
<https://mdatahub.org/data/meo/MEO_0001924>	"allotment garden soil"		
<https://mdatahub.org/data/meo/MEO_0001925>	"allotment garden"		
<https://mdatahub.org/data/meo/MEO_0001926>	"savanna soil"		
<https://mdatahub.org/data/meo/MEO_0001927>	"compost soil"		
<https://mdatahub.org/data/meo/MEO_0001928>	"jungle soil"		
<https://mdatahub.org/data/meo/MEO_0001929>	"sawah soil"		
<https://mdatahub.org/data/meo/MEO_0001930>	"fertilized soil"		
<https://mdatahub.org/data/meo/MEO_0001931>	"lawn soil"		
<https://mdatahub.org/data/meo/MEO_0001932>	"alluvial paddy field soil"		
<https://mdatahub.org/data/meo/MEO_0001933>	"burned soil"		
<https://mdatahub.org/data/meo/MEO_0001934>	"meadow soil"		
<https://mdatahub.org/data/meo/MEO_0001935>	"pond soil"		
<https://mdatahub.org/data/meo/MEO_0001936>	"limed soil"		
<https://mdatahub.org/data/meo/MEO_0001937>	"manured soil"		
<https://mdatahub.org/data/meo/MEO_0001938>	"orchid soil"		
<https://mdatahub.org/data/meo/MEO_0001939>	"mountain forest soil"		
<https://mdatahub.org/data/meo/MEO_0001940>	"muddy soil"		
<https://mdatahub.org/data/meo/MEO_0001941>	"salt contaminated soil"		
<https://mdatahub.org/data/meo/MEO_0001942>	"steppe soil"		
<https://mdatahub.org/data/meo/MEO_0001943>	"vegetable garden soil"		
<https://mdatahub.org/data/meo/MEO_0001944>	"heat stressed soil"		
<https://mdatahub.org/data/meo/MEO_0001945>	"ornithogenic soil"		
<https://mdatahub.org/data/meo/MEO_0001946>	"leafy wood soil"		
<https://mdatahub.org/data/meo/MEO_0001947>	"spruce forest soil"		
<https://mdatahub.org/data/meo/MEO_0001948>	"eucalyptus forest soil"		
<https://mdatahub.org/data/meo/MEO_0001949>	"rubber plantation soil"		
<https://mdatahub.org/data/meo/MEO_0001950>	"bluegrass field soil"		
<https://mdatahub.org/data/meo/MEO_0001951>	"red soil"		
<https://mdatahub.org/data/meo/MEO_0001952>	"water scum"		
<https://mdatahub.org/data/meo/MEO_0001953>	"marine sludge"		
<https://mdatahub.org/data/meo/MEO_0001954>	"acid dune sand"		
<https://mdatahub.org/data/meo/MEO_0001955>	"rocky sand"		
<https://mdatahub.org/data/meo/MEO_0001956>	"desert sand"		
<https://mdatahub.org/data/meo/MEO_0001957>	"nest of ant"		
<https://mdatahub.org/data/meo/MEO_0001958>	"nest of bird"		
<https://mdatahub.org/data/meo/MEO_0001959>	"ice rise"		
<https://mdatahub.org/data/meo/MEO_0001960>	"ice piedmont"		
<https://mdatahub.org/data/meo/MEO_0001961>	"strand crack"		
<https://mdatahub.org/data/meo/MEO_0001962>	"dolomite"		
<https://mdatahub.org/data/meo/MEO_0001963>	"zoological garden"		
<https://mdatahub.org/data/meo/MEO_0001964>	"karst cave"		
<https://mdatahub.org/data/meo/MEO_0001965>	"animal food product"		
<https://mdatahub.org/data/meo/MEO_0001972>	"camelid milk"		
<https://mdatahub.org/data/meo/MEO_0001973>	"equine milk"		
<https://mdatahub.org/data/meo/MEO_0001974>	"cervid milk"		
<https://mdatahub.org/data/meo/MEO_0001975>	"bovine cheese product"		
<https://mdatahub.org/data/meo/MEO_0001976>	"poultry meat product"		
<https://mdatahub.org/data/meo/MEO_0001980>	"fermented pomaceous fruit juice"		
<https://mdatahub.org/data/meo/MEO_0001981>	"processed food product"		
<https://mdatahub.org/data/meo/MEO_0001983>	"smoked sausage"		
<https://mdatahub.org/data/meo/MEO_0001984>	"fresh sausage"		
<https://mdatahub.org/data/meo/MEO_0001985>	"dry sausage"		
<https://mdatahub.org/data/meo/MEO_0001986>	"cooked sausage"		
<https://mdatahub.org/data/meo/MEO_0001987>	"processed cheese product"		
<https://mdatahub.org/data/meo/MEO_0001988>	"dry stream valley"		
<https://mdatahub.org/data/meo/MEO_0001989>	"concentration basin mediterranean sea"		
<https://mdatahub.org/data/meo/MEO_0001990>	"abiotic mesoscopic physical object"		
<https://mdatahub.org/data/meo/MEO_0001992>	"frost"		
<https://mdatahub.org/data/meo/MEO_0001993>	"subtropical summer dry season"		
<https://mdatahub.org/data/meo/MEO_0001994>	"dry"		
<https://mdatahub.org/data/meo/MEO_0001995>	"marine algal bloom"		
<https://mdatahub.org/data/meo/MEO_0001996>	"kelp forest"		
<https://mdatahub.org/data/meo/MEO_0001997>	"sea grass bed"		
<https://mdatahub.org/data/meo/MEO_0001998>	"terrigenous sediment"		
<https://mdatahub.org/data/meo/MEO_0001999>	"marine thermocline"		
<https://mdatahub.org/data/meo/MEO_0002000>	"biogenous sediment"		
<https://mdatahub.org/data/meo/MEO_0002001>	"hydrogenous sediment"		
<https://mdatahub.org/data/meo/MEO_0002002>	"cosmogenous sediment"		
<https://mdatahub.org/data/meo/MEO_0002003>	"suspended sediment"		
<https://mdatahub.org/data/meo/MEO_0002004>	"boulder sediment"		
<https://mdatahub.org/data/meo/MEO_0002005>	"cobble sediment"		
<https://mdatahub.org/data/meo/MEO_0002006>	"pebble sediment"		
<https://mdatahub.org/data/meo/MEO_0002007>	"sandy sediment"		
<https://mdatahub.org/data/meo/MEO_0002008>	"silty sediment"		
<https://mdatahub.org/data/meo/MEO_0002009>	"clay sediment"		
<https://mdatahub.org/data/meo/MEO_0002010>	"colloidal sediment"		
<https://mdatahub.org/data/meo/MEO_0002011>	"marine hydrothermal vent"		
<https://mdatahub.org/data/meo/MEO_0002012>	"marine cold seep"		
<https://mdatahub.org/data/meo/MEO_0002013>	"dilution basin mediterranean sea"		
<https://mdatahub.org/data/meo/MEO_0002014>	"mesophilic sediment"		
<https://mdatahub.org/data/meo/MEO_0002015>	"hyperthermophilic sediment"		
<https://mdatahub.org/data/meo/MEO_0002016>	"decayed"		
<https://mdatahub.org/data/meo/MEO_0002017>	"back reef"		
<https://mdatahub.org/data/meo/MEO_0002018>	"reef crest"		
<https://mdatahub.org/data/meo/MEO_0002019>	"buttress zone"		
<https://mdatahub.org/data/meo/MEO_0002020>	"secretion system"		
<https://mdatahub.org/data/meo/MEO_0002021>	"rocky reef"		
<https://mdatahub.org/data/meo/MEO_0002023>	"determinate root nodule"		
<https://mdatahub.org/data/meo/MEO_0002024>	"indeterminate root nodule"		
<https://mdatahub.org/data/meo/MEO_0002025>	"subtropical grassland"		
<https://mdatahub.org/data/meo/MEO_0002026>	"tropical grassland biome"		
<https://mdatahub.org/data/meo/MEO_0002027>	"temperate grassland biome"		
<https://mdatahub.org/data/meo/MEO_0002028>	"montane grassland biome"		
<https://mdatahub.org/data/meo/MEO_0002029>	"mediterranean forest"		
<https://mdatahub.org/data/meo/MEO_0002030>	"tropical broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002031>	"subtropical broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002032>	"temperate broadleaf forest"		
<https://mdatahub.org/data/meo/MEO_0002033>	"subtropical coniferous forest"		
<https://mdatahub.org/data/meo/MEO_0002034>	"tropical coniferous forest"		
<https://mdatahub.org/data/meo/MEO_0002035>	"temperate coniferous forest"		
<https://mdatahub.org/data/meo/MEO_0002036>	"temperate mixed forest"		
<https://mdatahub.org/data/meo/MEO_0002037>	"subtropical shrubland"		
<https://mdatahub.org/data/meo/MEO_0002038>	"tropical shrubland"		
<https://mdatahub.org/data/meo/MEO_0002039>	"temperate shrubland"		
<https://mdatahub.org/data/meo/MEO_0002040>	"montane shrubland"		
<https://mdatahub.org/data/meo/MEO_0002041>	"coastal scrubland"		
<https://mdatahub.org/data/meo/MEO_0002042>	"oak woodland"		
<https://mdatahub.org/data/meo/MEO_0002043>	"conifer woodland"		
<https://mdatahub.org/data/meo/MEO_0002044>	"desert scrubland"		
<https://mdatahub.org/data/meo/MEO_0002045>	"rangeland biome"		
<https://mdatahub.org/data/meo/MEO_0002046>	"dense settlement biome"		
<https://mdatahub.org/data/meo/MEO_0002047>	"subpolar coniferous forest"		
<https://mdatahub.org/data/meo/MEO_0002048>	"hydrothermal seep"		
<https://mdatahub.org/data/meo/MEO_0002049>	"clastic sedimentary rock"		
<https://mdatahub.org/data/meo/MEO_0002050>	"lime mudstone"		
<https://mdatahub.org/data/meo/MEO_0002051>	"slate"		
<https://mdatahub.org/data/meo/MEO_0002052>	"ice lens"		
<https://mdatahub.org/data/meo/MEO_0002053>	"layer"		
<https://mdatahub.org/data/meo/MEO_0002054>	"amictic lake"		
<https://mdatahub.org/data/meo/MEO_0002055>	"holomictic lake"		
<https://mdatahub.org/data/meo/MEO_0002056>	"dry lake bed"		
<https://mdatahub.org/data/meo/MEO_0002057>	"Taylor column"		
<https://mdatahub.org/data/meo/MEO_0002058>	"estuarine water"		
<https://mdatahub.org/data/meo/MEO_0002059>	"maize field"		
<https://mdatahub.org/data/meo/MEO_0002060>	"nesting material"		
<https://mdatahub.org/data/meo/MEO_0002061>	"cultured habitat"		
<https://mdatahub.org/data/meo/MEO_0002062>	"tissue culture"		
<https://mdatahub.org/data/meo/MEO_0002063>	"amniotic fluid"		"The amniotic fluid, commonly called a pregnant woman's water or waters (Latin liquor amnii), is the protective liquid contained by the amniotic sac of a pregnant female."
<https://mdatahub.org/data/meo/MEO_0002064>	"aqueous humour"		"The aqueous humour is a transparent, watery fluid similar to plasma, but containing low protein concentrations. It is secreted from the ciliary epithelium, a structure supporting the lens. It fills both the anterior and the posterior chambers of the eye, and is not to be confused with the vitreous humour, which is located in the space between the lens and the retina, also known as the posterior cavity or vitreous chamber."
<https://mdatahub.org/data/meo/MEO_0002065>	"sweat"		
<https://mdatahub.org/data/meo/MEO_0002068>	"chyle"		
<https://mdatahub.org/data/meo/MEO_0002070>	"vitreous humor"		
<https://mdatahub.org/data/meo/MEO_0002072>	"tears"		
<https://mdatahub.org/data/meo/MEO_0002073>	"synovial fluid"		"a viscous, non-Newtonian fluid found in the cavities of synovial joints."
<https://mdatahub.org/data/meo/MEO_0002074>	"lymph"		
<https://mdatahub.org/data/meo/MEO_0002075>	"interstitial fluid"		"an extracellular fluid that fills the spaces between most of the cells of the body and provides a substantial portion of the liquid environment of the body. Formed by filtration through the blood capillaries, it is drained away as lymph. It closely resembles blood plasma in composition but contains less protein."
<https://mdatahub.org/data/meo/MEO_0002077>	"plant feed"		
<https://mdatahub.org/data/meo/MEO_0002078>	"surface soil"		
<https://mdatahub.org/data/meo/MEO_0002079>	"unpasteurized orange juice"		
<https://mdatahub.org/data/meo/MEO_0002080>	"shellfish product"		
<https://mdatahub.org/data/meo/MEO_0002081>	"goat manure"		
<https://mdatahub.org/data/meo/MEO_0002082>	"industrial wastewate treatment plant"		
<https://mdatahub.org/data/meo/MEO_0002083>	"agricultural wastewater treatment plant"		
<https://mdatahub.org/data/meo/MEO_0002084>	"freshwater algal bloom"		
<https://mdatahub.org/data/meo/MEO_0002085>	"nest of termite"		
<https://mdatahub.org/data/meo/MEO_0002086>	"fault escarpment"		
<https://mdatahub.org/data/meo/MEO_0002087>	"piece of rock"		"broken rock into peace"
<https://mdatahub.org/data/meo/MEO_0002088>	"natural monument"		
<https://mdatahub.org/data/meo/MEO_0002089>	"site of special scientific interest"		
<https://mdatahub.org/data/meo/MEO_0002090>	"marine park"		
<https://mdatahub.org/data/meo/MEO_0002091>	"nature reserve"		
<https://mdatahub.org/data/meo/MEO_0002092>	"national nature reserve"		
<https://mdatahub.org/data/meo/MEO_0002093>	"pyroclastic shield volcano"		
<https://mdatahub.org/data/meo/MEO_0002094>	"wildlife management area"		
<https://mdatahub.org/data/meo/MEO_0002095>	"world heritage site"		
<https://mdatahub.org/data/meo/MEO_0002096>	"biosphere reserve"		
<https://mdatahub.org/data/meo/MEO_0002097>	"lake shore"		
<https://mdatahub.org/data/meo/MEO_0002098>	"river mouth"		
<https://mdatahub.org/data/meo/MEO_0002099>	"mid-ocean ridge"		
<https://mdatahub.org/data/meo/MEO_0002100>	"machair"		
<https://mdatahub.org/data/meo/MEO_0002101>	"proglacial lake"		
<https://mdatahub.org/data/meo/MEO_0002102>	"Nye channel"		
<https://mdatahub.org/data/meo/MEO_0002103>	"amenity lake"		
<https://mdatahub.org/data/meo/MEO_0002104>	"turlough"		
<https://mdatahub.org/data/meo/MEO_0002105>	"sea shore"		
<https://mdatahub.org/data/meo/MEO_0002106>	"paternoster lake"		
<https://mdatahub.org/data/meo/MEO_0002107>	"rincon"		
<https://mdatahub.org/data/meo/MEO_0002108>	"intermittent saline lake"		
<https://mdatahub.org/data/meo/MEO_0002109>	"winter sports facility"		
<https://mdatahub.org/data/meo/MEO_0002110>	"meteorite"		
<https://mdatahub.org/data/meo/MEO_0002111>	"sandstone"		
<https://mdatahub.org/data/meo/MEO_0002112>	"shale"		
<https://mdatahub.org/data/meo/MEO_0002113>	"oil sludge"		
<https://mdatahub.org/data/meo/MEO_0002114>	"anaerobic stream sediment"		
<https://mdatahub.org/data/meo/MEO_0002115>	"arsenate treated wood"		
<https://mdatahub.org/data/meo/MEO_0002116>	"chromate contaminated soil"		
<https://mdatahub.org/data/meo/MEO_0002117>	"high-level radioactive sediment"		
<https://mdatahub.org/data/meo/MEO_0002118>	"liver paste"		
<https://mdatahub.org/data/meo/MEO_0002119>	"hot dog"		
<https://mdatahub.org/data/meo/MEO_0002120>	"naphthalene contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0002121>	"nitrobenzene contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0002122>	"formula milk"		
<https://mdatahub.org/data/meo/MEO_0002123>	"yogurt"		
<https://mdatahub.org/data/meo/MEO_0002124>	"poultry litter"		
<https://mdatahub.org/data/meo/MEO_0002125>	"cis-dichloroethane contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0002126>	"self-heating coal mine waste"		
<https://mdatahub.org/data/meo/MEO_0002127>	"sulfide-oxidizing bioreactor"		
<https://mdatahub.org/data/meo/MEO_0002128>	"power plant"		
<https://mdatahub.org/data/meo/MEO_0002129>	"cheese starter culture"		
<https://mdatahub.org/data/meo/MEO_0002130>	"food shop"		
<https://mdatahub.org/data/meo/MEO_0002131>	"pickled cabbage"		
<https://mdatahub.org/data/meo/MEO_0002133>	"cured meat"		
<https://mdatahub.org/data/meo/MEO_0002136>	"sarcosine enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002137>	"trimethylamine enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002138>	"skatole enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002139>	"ethanol enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002140>	"acetamide enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002141>	"pantothenate enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002142>	"testosterone enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002143>	"kynurenate enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002144>	"threonine enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002145>	"salicylate enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002146>	"poly-beta-hydroxybutyrate enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002147>	"L-(+)-tartrate enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002148>	"quinate enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002149>	"tannery"		
<https://mdatahub.org/data/meo/MEO_0002150>	"dairy"		
<https://mdatahub.org/data/meo/MEO_0002151>	"food processing building"		
<https://mdatahub.org/data/meo/MEO_0002152>	"bakery"		
<https://mdatahub.org/data/meo/MEO_0002153>	"plant fruit food product"		
<https://mdatahub.org/data/meo/MEO_0002154>	"chalk soil"		
<https://mdatahub.org/data/meo/MEO_0002155>	"research station"		
<https://mdatahub.org/data/meo/MEO_0002156>	"warehouse"		
<https://mdatahub.org/data/meo/MEO_0002157>	"urea enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002158>	"bacteria enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002159>	"alluvial swamp soil"		
<https://mdatahub.org/data/meo/MEO_0002160>	"chloropicrin enriched soil"		
<https://mdatahub.org/data/meo/MEO_0002161>	"humus-rich acidic ash soil"		
<https://mdatahub.org/data/meo/MEO_0002162>	"frozen compost soil"		
<https://mdatahub.org/data/meo/MEO_0002163>	"peaty paddy field soil"		
<https://mdatahub.org/data/meo/MEO_0002164>	"fomite"		
<https://mdatahub.org/data/meo/MEO_0002165>	"surface layer"		
<https://mdatahub.org/data/meo/MEO_0002166>	"ocean time series station"		
<https://mdatahub.org/data/meo/MEO_0002167>	"fermented apple juice"		
<https://mdatahub.org/data/meo/MEO_0002168>	"sea water fish egg product"		
<https://mdatahub.org/data/meo/MEO_0002179>	"caprine cheese product"		
<https://mdatahub.org/data/meo/MEO_0002180>	"ovine cheese product"		
<https://mdatahub.org/data/meo/MEO_0002181>	"cow's milk cheese"		
<https://mdatahub.org/data/meo/MEO_0002182>	"condiment"		
<https://mdatahub.org/data/meo/MEO_0002184>	"plant root food product"		
<https://mdatahub.org/data/meo/MEO_0002186>	"plant inflorescence food product"		"An inflorescence is a group or cluster of flowers arranged on a stem that is composed of a main branch or a complicated arrangement of branches."
<https://mdatahub.org/data/meo/MEO_0002188>	"leguminous food product"		
<https://mdatahub.org/data/meo/MEO_0002189>	"cruciferous food product"		
<https://mdatahub.org/data/meo/MEO_0002190>	"plant seed food product"		
<https://mdatahub.org/data/meo/MEO_0002191>	"plant lipid food product"		
<https://mdatahub.org/data/meo/MEO_0002192>	"plant stem food product"		
<https://mdatahub.org/data/meo/MEO_0002195>	"algal food product"		
<https://mdatahub.org/data/meo/MEO_0002196>	"cacao food product"		
<https://mdatahub.org/data/meo/MEO_0002197>	"cream"		
<https://mdatahub.org/data/meo/MEO_0002198>	"cooked smoked sausage"		
<https://mdatahub.org/data/meo/MEO_0002199>	"fresh smoked sausage"		
<https://mdatahub.org/data/meo/MEO_0002201>	"natural rennet"		
<https://mdatahub.org/data/meo/MEO_0002202>	"microbial rennet"		"Rennet is a complex of enzymes produced in the stomachs of ruminant mammals."
<https://mdatahub.org/data/meo/MEO_0002203>	"vegetable rennet"		
<https://mdatahub.org/data/meo/MEO_0002204>	"genetically engineered rennet"		
<https://mdatahub.org/data/meo/MEO_0002206>	"spice product"		
<https://mdatahub.org/data/meo/MEO_0002208>	"dry river valley"		
<https://mdatahub.org/data/meo/MEO_0002209>	"fish food product"		
