?class	?labels	?synonyms	?definitions
<http://purl.jp/bio/10/gmo/GMO_001674>	"Bacto &trade; Tryptose phosphate broth"		"Bacto Tryptose phosphate broth (Difco) is used for cultivating fastidi- ous microorganisms"
<http://purl.jp/bio/10/gmo/GMO_001675>	"ポリソルベート20 | Polysorbate 20"	"Tween &reg; 20"	
<http://purl.jp/bio/10/gmo/GMO_001676>	"ウラシル | Uracil"		
<http://purl.jp/bio/10/gmo/GMO_001677>	"Vanadyl sulfate pentahydrate | 硫酸バナジル五水和物"	"オキシ硫酸バナジウム五水和物 | Vanadium oxysulfate pentahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001678>	"Vanadyl sulfate n-hydrate solution  | 硫酸バナジルn水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001679>	"バンコマイシン塩酸塩溶液 | Vancomycin hydrochloride solution"		
<http://purl.jp/bio/10/gmo/GMO_001680>	"Egg, whole"		
<http://purl.jp/bio/10/gmo/GMO_001682>	"Difco &trade; YM broth"		"Yeast Mold (YM) Broth is used for cultivating yeasts, molds and other aciduric microorganisms"
<http://purl.jp/bio/10/gmo/GMO_001683>	"Yeast autolysate"		
<http://purl.jp/bio/10/gmo/GMO_001684>	"Obsolete: Yeast extract (BD) | 酵母エキス (BD)"		
<http://purl.jp/bio/10/gmo/GMO_001685>	"Obsolete: Yeast extract (Difco) | 酵母エキス (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001686>	"Difco &trade; Yeast nitrogen base"		"A medium which is used for classifying yeasts based on carbon assimilation | Difco(TM) Yeast nitrogen Base Cat. No. 239210"
<http://purl.jp/bio/10/gmo/GMO_001688>	"Zinc sulfate dihydrate | 硫酸亜鉛二水和物"		
<http://purl.jp/bio/10/gmo/GMO_001689>	"Zinc sulfate monohydrate | 硫酸亜鉛一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001690>	"Oxoid Lab-lemco beef extract powder | Oxoid &trade; Lab-lemco beef extract powder | Oxoid &trade; Lab-Lemco 牛肉エキス末"		
<http://purl.jp/bio/10/gmo/GMO_001691>	"Beta-NAD | ベータNAD"	"Nicotinamide adenine dinucleotide | NAD | NAD+"	
<http://purl.jp/bio/10/gmo/GMO_001692>	"アンピシリン | Ampicillin"		"Ampicillin"
<http://purl.jp/bio/10/gmo/GMO_001693>	"Kanamycin | カナマイシン"		
<http://purl.jp/bio/10/gmo/GMO_001694>	"Rifampicin | リファンピシン"		
<http://purl.jp/bio/10/gmo/GMO_001695>	"脱イオン化水 | Deionized water"	"DI water | De-ionized water | DM water"	
<http://purl.jp/bio/10/gmo/GMO_001696>	"Obsolete: Buffer"		
<http://purl.jp/bio/10/gmo/GMO_001697>	"塩化マグネシウム一水和物溶液 | Magnesium chloride monohydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001698>	"硫酸アンモニウム鉄(II)溶液 | Ammonium iron(II) sulfate solution"		"Ammonium iron(II) sulfate solution"
<http://purl.jp/bio/10/gmo/GMO_001699>	"Lipoic acid | α-リポ酸"	"Thioctic acid | alpha Lipoic acid"	
<http://purl.jp/bio/10/gmo/GMO_001700>	"Iron(II) sulfate pentahydrate solution | 硫酸鉄(II)五水和物溶液"	"Ferrous sulfate pentahydrate solution"	
<http://purl.jp/bio/10/gmo/GMO_001701>	"2-Mercaptoethanol | 2-メルカプトエタノール"		"2-Mercaptoethanol"
<http://purl.jp/bio/10/gmo/GMO_001702>	"Bovine serum albumin fraction V (Wako) "		
<http://purl.jp/bio/10/gmo/GMO_001703>	"Obsolete: Bacto brain heart infusion broth (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001704>	"CAPSO"	"3-(cyclohexylamino)-2-hydroxy-1-propanesulfonic acid"	
<http://purl.jp/bio/10/gmo/GMO_001705>	"Bacto &trade; Casamino acids"		"An acid hydrolysates of casein"
<http://purl.jp/bio/10/gmo/GMO_001706>	"Creatine | クレアチン"		
<http://purl.jp/bio/10/gmo/GMO_001707>	"デカン | Decane"		
<http://purl.jp/bio/10/gmo/GMO_001708>	"N-acetylglucosamine (Sigma) | N-アセチルグルコサミン (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001709>	"Obsolete: Yeast extract (BBL) | 酵母エキス (BBL)"		
<http://purl.jp/bio/10/gmo/GMO_001710>	"Trichloroethylene | トリクロロエチレン"		
<http://purl.jp/bio/10/gmo/GMO_001711>	"Titanium(III) chloride | 塩化チタン(III)"	"Titanium chloride"	
<http://purl.jp/bio/10/gmo/GMO_001712>	"TES buffer | TES緩衝液"		"TES is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001713>	"Streptomycin sulfate | ストレプトマイシン 硫酸塩"		
<http://purl.jp/bio/10/gmo/GMO_001714>	"亜リン酸二水素カリウム | Monopotassium phosphite"	"Monobasic potassium phosphate | Potassium;dihydrogen phosphite | Potassium dihydrogen phosphate"	
<http://purl.jp/bio/10/gmo/GMO_001715>	"Iron(III) chloride solution | 塩化鉄(III)溶液"		
<http://purl.jp/bio/10/gmo/GMO_001716>	"Iron(II) citrate | クエン酸第一鉄"	"Ferrous citrate"	
<http://purl.jp/bio/10/gmo/GMO_001717>	"Selenous acid | 亜セレン酸"	"Selenious acid"	
<http://purl.jp/bio/10/gmo/GMO_001718>	"Sodium molybdate dihydrate solution | モリブデン酸ナトリウム二水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001719>	"モリブデン酸ナトリウム | Sodium molybdate"		
<http://purl.jp/bio/10/gmo/GMO_001720>	"Sodium dithionite dihydrate | 亜ジチオン酸ナトリウム二水和物"		
<http://purl.jp/bio/10/gmo/GMO_001721>	"亜ジチオン酸ナトリウム溶液 | Sodium dithionite solution"	"Sodium hydrosulfite solution"	
<http://purl.jp/bio/10/gmo/GMO_001722>	"塩素酸ナトリウム | Sodium chlorate"	"塩素酸ソーダ"	
<http://purl.jp/bio/10/gmo/GMO_001723>	"PIPES (Sigma)"		"PIPES is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001724>	"Potassium acetate | 酢酸カリウム"		
<http://purl.jp/bio/10/gmo/GMO_001725>	"Pullulan | プルラン"		
<http://purl.jp/bio/10/gmo/GMO_001726>	"Rabbit serum sterile non-hemolyzed (Pel-Freez)"		
<http://purl.jp/bio/10/gmo/GMO_001727>	"Rumen fluid | ルーメン（第一胃）内液"		
<http://purl.jp/bio/10/gmo/GMO_001728>	"フェノール溶液 | Phenol solution"		
<http://purl.jp/bio/10/gmo/GMO_001729>	"フマル酸ナトリウム溶液 | Disodium fumarate solution"		
<http://purl.jp/bio/10/gmo/GMO_001730>	"Tris buffer | トリス緩衝液"	"Tris hydrochloride buffer"	"Tris buffer is a buffer solution | Tris buffer means usually Tris-HCl buffer"
<http://purl.jp/bio/10/gmo/GMO_001731>	"1,1,2-Trichloroethane | 1,1,2-トリクロロエタン"	"Beta-trichloroethane"	"1,1,2-Trichloroethane"
<http://purl.jp/bio/10/gmo/GMO_001732>	"1,2-Dichloropropane | 1,2-ジクロロプロパン"		"1,2-Dichloropropane"
<http://purl.jp/bio/10/gmo/GMO_001733>	"MES溶液 | MES solution"	"MES acids"	
<http://purl.jp/bio/10/gmo/GMO_001734>	"Peptone solution | ペプトン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001735>	"BBL &trade; Trypticase &trade; peptone solution"		
<http://purl.jp/bio/10/gmo/GMO_001736>	"Bacto Yeast extract solution | Bacto &trade; Yeast extract solution"		
<http://purl.jp/bio/10/gmo/GMO_001737>	"Bacto &trade; Tryptone solution"		
<http://purl.jp/bio/10/gmo/GMO_001738>	"HEPES緩衝液 | HEPES buffer"	"4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid"	
<http://purl.jp/bio/10/gmo/GMO_001739>	"Trimethylamine hydrochloride solution"		
<http://purl.jp/bio/10/gmo/GMO_001740>	"Quinic acid solution | キナ酸溶液"		
<http://purl.jp/bio/10/gmo/GMO_001741>	"Leibovitz's L-15 medium"		
<http://purl.jp/bio/10/gmo/GMO_001742>	"Liver extract concentrate (NBCo)"		
<http://purl.jp/bio/10/gmo/GMO_001743>	"Milli-Q water"	"MilliQ water"	
<http://purl.jp/bio/10/gmo/GMO_001744>	"Aged seawater"		
<http://purl.jp/bio/10/gmo/GMO_001745>	"Cobalt dichloride monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001746>	"Copper(II) chloride monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001747>	"Iron(III) chloride monohydrate | 塩化鉄(III)一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001748>	"ベタイン | Betaine"	"Trimethylglycine"	
<http://purl.jp/bio/10/gmo/GMO_001749>	"HEPES (Sigma)"		"HEPES is a Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001750>	"HEPES (free acid)"		"HEPES is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001751>	"Pyridoxamine"		"Pyridoxamine is a form of vitamin B6"
<http://purl.jp/bio/10/gmo/GMO_001752>	"ニトリロ三酢酸三ナトリウム塩一水和物 | Nitrilotriacetic acid trisodium salt monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001753>	"Sodium citrate dihydrate | クエン酸ナトリウム二水和物"	"Trisodium citrate dihydrate"	
<http://purl.jp/bio/10/gmo/GMO_001754>	"Copper(II) sulfate dihydrate"	"Cupric sulfate dihydrate"	
<http://purl.jp/bio/10/gmo/GMO_001755>	"Copper(II) chloride hexahydrate"		
<http://purl.jp/bio/10/gmo/GMO_001756>	"Nitrilotriacetic acid trisodium salt | ニトリロ三酢酸三ナトリウム塩"	"Trisodium nitrilotriacetate"	
<http://purl.jp/bio/10/gmo/GMO_001757>	"1,2-ジクロロプロパンメタノール溶液 | 1,2-Dichloropropane methanol solution"		"1,2-Dichloropropane methanol solution"
<http://purl.jp/bio/10/gmo/GMO_001758>	"Nitrilotriacetic acid disodium salt solution | ニトリロ三酢酸 二ナトリウム塩溶液"		
<http://purl.jp/bio/10/gmo/GMO_001759>	"エチレンジアミン四酢酸鉄(III)ナトリウム | EDTA monosodium Iron(III) salt  | EDTA monosodium Iron(III) salt"	"EDTA-Na-Fe(III) | Ethylenediaminetetraacetic acid monosodium iron(III) salt"	
<http://purl.jp/bio/10/gmo/GMO_001760>	"Nickel chloride pentahydrate"		
<http://purl.jp/bio/10/gmo/GMO_001761>	"Copper(II) sulfate heptahydrate | 硫酸銅(II)七水和物"	"Boothite"	
<http://purl.jp/bio/10/gmo/GMO_001762>	"L-Histidine monohydrochloride | L-ヒスチジン一塩酸塩"		
<http://purl.jp/bio/10/gmo/GMO_001763>	"硫酸マンガン(II) | Manganese sulfate"	"Manganese(II) sulfate"	
<http://purl.jp/bio/10/gmo/GMO_001764>	"Zinc sulfate | 硫酸亜鉛"		
<http://purl.jp/bio/10/gmo/GMO_001765>	"アラニン | Alanine"		"Alanine, an alpha amino acid"
<http://purl.jp/bio/10/gmo/GMO_001766>	"L-Alanine | L-アラニン"		"L-Alanine, L-isomer of Alanin which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001767>	"L-Arginine"		"L-Arginine, L-isomer of arginine which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001768>	"D-Arginine"		"D-Arginine, D-isomer of arginine which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001769>	"Aspartic acid | アスパラギン酸"		"Aspartic acid"
<http://purl.jp/bio/10/gmo/GMO_001770>	"L-Aspartic acid | L-アスパラギン酸"		"L-Aspartic acid, L-isomer of aspartic acid which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001771>	"D-Aspartic acid | D-アスパラギン酸"		"D-Aspartic acid, D-isomer of aspartic acid which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001772>	"D-シスチン | D-Cystine"		
<http://purl.jp/bio/10/gmo/GMO_001773>	"グルタミン酸 | Glutamic acid"		
<http://purl.jp/bio/10/gmo/GMO_001774>	"D-Glutamic acid"		
<http://purl.jp/bio/10/gmo/GMO_001775>	"グルタミン | Glutamine"		
<http://purl.jp/bio/10/gmo/GMO_001776>	"L-Glutamine | L-グルタミン"		
<http://purl.jp/bio/10/gmo/GMO_001777>	"D-グルタミン | D-Glutamine"		
<http://purl.jp/bio/10/gmo/GMO_001778>	"L-ヒスチジン一塩酸塩一水和物 | L-Histidine monohydrochloride monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001779>	"Hydroxyproline"		
<http://purl.jp/bio/10/gmo/GMO_001780>	"trans-4-Hydroxy-L-proline"		
<http://purl.jp/bio/10/gmo/GMO_001781>	"cis-4-Hydroxy-L-proline | cis-4-Hydroxy-L-proline "		
<http://purl.jp/bio/10/gmo/GMO_001782>	"Isoleucine | イソロイシン"		
<http://purl.jp/bio/10/gmo/GMO_001783>	"L-イソロイシン | L-Isoleucine"		
<http://purl.jp/bio/10/gmo/GMO_001784>	"D-Isoleucine | D-イソロイシン"		
<http://purl.jp/bio/10/gmo/GMO_001785>	"L-ロイシン | L-Leucine"		
<http://purl.jp/bio/10/gmo/GMO_001786>	"D-ロイシン | D-Leucine"		
<http://purl.jp/bio/10/gmo/GMO_001787>	"リシン | Lysine"		
<http://purl.jp/bio/10/gmo/GMO_001788>	"L-Lysine | L-リシン"		
<http://purl.jp/bio/10/gmo/GMO_001789>	"D-Lysine | D-リシン"		
<http://purl.jp/bio/10/gmo/GMO_001790>	"L-リシン 一塩酸塩 | L-Lysine monohydrochloride"	"L-Lysine HCl"	
<http://purl.jp/bio/10/gmo/GMO_001791>	"L-Methionine  | L-メチオニン"		
<http://purl.jp/bio/10/gmo/GMO_001792>	"D-Methionine  | D-メチオニン | D-Methionine"		
<http://purl.jp/bio/10/gmo/GMO_001793>	"Phenylalanine | フェニルアラニン"		
<http://purl.jp/bio/10/gmo/GMO_001794>	"L-Phenylalanine  | L-フェニルアラニン"		
<http://purl.jp/bio/10/gmo/GMO_001795>	"D-Phenylalanine  | D-フェニルアラニン"		
<http://purl.jp/bio/10/gmo/GMO_001796>	"Proline | プロリン"		
<http://purl.jp/bio/10/gmo/GMO_001797>	"L-Proline | L-プロリン"		
<http://purl.jp/bio/10/gmo/GMO_001798>	"D-プロリン | D-Proline"		
<http://purl.jp/bio/10/gmo/GMO_001799>	"Serine | セリン"		
<http://purl.jp/bio/10/gmo/GMO_001800>	"L-セリン | L-Serine"		
<http://purl.jp/bio/10/gmo/GMO_001801>	"D-セリン | D-Serine"		
<http://purl.jp/bio/10/gmo/GMO_001802>	"トレオニン | Threonine"		
<http://purl.jp/bio/10/gmo/GMO_001803>	"L-Threonine | L-トレオニン"		
<http://purl.jp/bio/10/gmo/GMO_001804>	"D-Threonine | D-トレオニン"		
<http://purl.jp/bio/10/gmo/GMO_001805>	"L-Tryptophan | L-トリプトファン"		
<http://purl.jp/bio/10/gmo/GMO_001806>	"D-トリプトファン | D-Tryptophan"		
<http://purl.jp/bio/10/gmo/GMO_001807>	"チロシン | Tyrosine"		
<http://purl.jp/bio/10/gmo/GMO_001808>	"L-チロシン | L-Tyrosine"		
<http://purl.jp/bio/10/gmo/GMO_001809>	"D-Tyrosine | D-チロシン"		
<http://purl.jp/bio/10/gmo/GMO_001810>	"バリン | Valine"		
<http://purl.jp/bio/10/gmo/GMO_001811>	"L-Valine | L-バリン"		
<http://purl.jp/bio/10/gmo/GMO_001812>	"D-Valine | D-バリン"		
<http://purl.jp/bio/10/gmo/GMO_001813>	"L-Ascorbic acid | L-アスコルビン酸"	"Vitamin C"	"L-Ascorbic acid"
<http://purl.jp/bio/10/gmo/GMO_001814>	"myo-Inositol | ミオイノシトール"		
<http://purl.jp/bio/10/gmo/GMO_001815>	"Glucose | グルコース"		
<http://purl.jp/bio/10/gmo/GMO_001816>	"D-Pantothenic Acid hemicalcium salt | D-パントテン酸ヘミカルシウム塩"		
<http://purl.jp/bio/10/gmo/GMO_001817>	"Beta-NADP sodium salt"	"Beta-Nicotinamide adenine dinucleotide phosphate sodium salt | β-Nicotinamide adenine dinucleotide phosphate sodium salt | Beta-NADP-Na | β-ニコチンアミドアデニンジヌクレオチドリン酸 ナトリウム塩"	
<http://purl.jp/bio/10/gmo/GMO_001818>	"硫酸マグネシウム無水和物 | Magnesium sulfate anhydrate"		
<http://purl.jp/bio/10/gmo/GMO_001819>	"塩化カルシウム無水和物 | Calcium chloride anhydrate"		
<http://purl.jp/bio/10/gmo/GMO_001820>	"チミジン | Thymidine"		
<http://purl.jp/bio/10/gmo/GMO_001821>	"Cholesterol | コレステロール"	"Cholesterin"	
<http://purl.jp/bio/10/gmo/GMO_001822>	"Coenzyme A sodium salt | 補酵素Aナトリウム塩"	"コエンザイムAナトリウム塩"	
<http://purl.jp/bio/10/gmo/GMO_001823>	"Deoxyadenosine | デオキシアデノシン"	"2'-Deoxyadenosine"	
<http://purl.jp/bio/10/gmo/GMO_001824>	"Deoxyguanosine | デオキシグアノシン"	"2'-Deoxyguanosine"	
<http://purl.jp/bio/10/gmo/GMO_001825>	"Deoxycytidine hydrochloride | デオキシシチジン塩酸塩"	"2′-Deoxycytidine hydrochloride | 2′-デオキシシチジン塩酸塩"	
<http://purl.jp/bio/10/gmo/GMO_001826>	"D-Glucose (anhydrous) | 無水デキストロース"	"無水グルコース | Dextrose (anhydrous) | Glucose (anhydrous)"	
<http://purl.jp/bio/10/gmo/GMO_001827>	"Cysteine hydrochloride solution | システイン塩酸塩溶液"		
<http://purl.jp/bio/10/gmo/GMO_001828>	"L-システイン塩酸塩 | L-Cysteine hydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001829>	"Vitamin K1 | ビタミンK1"	"Phytonadione"	
<http://purl.jp/bio/10/gmo/GMO_001830>	"Liver extract"		
<http://purl.jp/bio/10/gmo/GMO_001831>	"Infusion from Beef heart | 牛心臓肉浸出液"	"Beef heart, infusion from"	
<http://purl.jp/bio/10/gmo/GMO_001832>	"Infusion from calf brain | 子牛脳抽出液"	"Calf brain, infusion from"	
<http://purl.jp/bio/10/gmo/GMO_001833>	"Obsolete: Heart infusion | 心臓肉浸出液 | Obsolete: Heart Infusion"		
<http://purl.jp/bio/10/gmo/GMO_001834>	"Infusion from heart muscle | 心筋浸出液"	"Heart muscle, infusion from"	
<http://purl.jp/bio/10/gmo/GMO_001835>	"Papaic digest of soybean"		
<http://purl.jp/bio/10/gmo/GMO_001836>	"Sodium formaldehyde sulfoxylate | ナトリウムヒドロキシメタンスルフィナート"	"Sodium oxymethylene sulfoxylate | Rongalite | Sodium hydroxymethylsulfinate"	
<http://purl.jp/bio/10/gmo/GMO_001837>	"可溶性でんぷん | Soluble starch"	"溶性でんぷん"	
<http://purl.jp/bio/10/gmo/GMO_001838>	"Thioglycolate medium | チオグリコール酸培地"		
<http://purl.jp/bio/10/gmo/GMO_001839>	"Manganese EDTA"	"Mn-EDTA"	
<http://purl.jp/bio/10/gmo/GMO_001840>	"Silicone based defoamers"		
<http://purl.jp/bio/10/gmo/GMO_001841>	"Magnesium glycerophosphate"	"DL-alpha-Glycerol phosphate magnesium salt hydrate"	
<http://purl.jp/bio/10/gmo/GMO_001842>	"LB medium | LB培地"	"Lysogeny broth | Luria-Bertani medium"	
<http://purl.jp/bio/10/gmo/GMO_001843>	"LB medium, Miller | LB培地, Miller"		
<http://purl.jp/bio/10/gmo/GMO_001844>	"LB medium, Luria | LB培地, Luria"		
<http://purl.jp/bio/10/gmo/GMO_001845>	"LB medium, Lennox | LB培地, Lennox"		
<http://purl.jp/bio/10/gmo/GMO_001846>	"Iron(III) pyrophosphate | 鉄(III)ピロホスフェート"	"Ferric pyrophosphate"	
<http://purl.jp/bio/10/gmo/GMO_001847>	"BCYE agar"	"Buffered charcoal yeast extract agar"	
<http://purl.jp/bio/10/gmo/GMO_001848>	"Difco &trade; Legionella agar base"		
<http://purl.jp/bio/10/gmo/GMO_001849>	"CMRL 1066"	"Connaugh Medical Research Laboratories 1066 medium"	
<http://purl.jp/bio/10/gmo/GMO_001850>	"Digested serum"		
<http://purl.jp/bio/10/gmo/GMO_001851>	"Oxoid Mycological peptone"		"A meat pepton whchi is developed specifically for the isolation and diagnosis of pathogenic and non-pathogenic fungi."
<http://purl.jp/bio/10/gmo/GMO_001852>	"Trace metal element SL-6"		
<http://purl.jp/bio/10/gmo/GMO_001853>	"Trace metal element SL-7"		
<http://purl.jp/bio/10/gmo/GMO_001854>	"Trace metal element SL-8"		
<http://purl.jp/bio/10/gmo/GMO_001855>	"Trace metal element SL-10"		
<http://purl.jp/bio/10/gmo/GMO_001856>	"Metals \"44\""		
<http://purl.jp/bio/10/gmo/GMO_001857>	"Se-W solution"		"Similar components to Se/W solution exept for including NaOH solution. This is used in JCM 713 medium."
<http://purl.jp/bio/10/gmo/GMO_001858>	"GAM broth, modified (Nissui) | 変法GAMブイヨン（ニッスイ）"		
<http://purl.jp/bio/10/gmo/GMO_001859>	"Plant extract | 植物抽出物"		"Extract made from materials derived from plants"
<http://purl.jp/bio/10/gmo/GMO_001860>	"ACES | ACES"	"ACES buffer | N-(2-Acetamido)-2-aminoethanesulfonic acid"	"ACES is one of the Good's buffers. pKa = 6.90, pH 6.0 - 7.5 | ACES"
<http://purl.jp/bio/10/gmo/GMO_001861>	"α-ケトグルタル酸 | alpha-Ketoglutaric acid"		"alpha-Ketoglutaric acid"
<http://purl.jp/bio/10/gmo/GMO_001862>	"FAD disodium salt | フラビン アデニン ジヌクレオチド ナトリウム"	"Flavin Adenine Dinucleotide•2Na | Flavin adenine dinucleotide disodium salt"	
<http://purl.jp/bio/10/gmo/GMO_001863>	"5-Methyl-2'-deoxycytidine | 2'-デオキシ-5-メチルシチジン"	"5-Methyldeoxycytidine"	"5-Methyl-2'-deoxycytidine"
<http://purl.jp/bio/10/gmo/GMO_001864>	"Phenol red sodium salt | フェノールレッドナトリウム"	"Sodium phenol red"	
<http://purl.jp/bio/10/gmo/GMO_001865>	"D-Glucuronic acid sodium salt | D-グルクロン酸ナトリウム塩"		
<http://purl.jp/bio/10/gmo/GMO_001866>	"Uridine-5-Triphosphate monosodium salt"		
<http://purl.jp/bio/10/gmo/GMO_001867>	"Acid hydrolysates of casein | カゼインの塩酸加水分解物"		
<http://purl.jp/bio/10/gmo/GMO_001868>	"Meat peptone | ミートペプトン"		
<http://purl.jp/bio/10/gmo/GMO_001869>	"Ammonium iron(II) sulfate | 硫酸アンモニウム鉄(II)"	"Ferrous ammonium sulfate | Iron(II) ammonium sulfate"	"Ammonium iron(II) sulfate"
<http://purl.jp/bio/10/gmo/GMO_001870>	"L-アスパラギン | L-Asparagine"		"L-Asparagine, L-isomer of asparagine which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001871>	"D-Asparagine | D-アスパラギン"		"D-Asparagine, D-isomer of asparagine which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001872>	"L-ヒスチジン | L-Histidine"		
<http://purl.jp/bio/10/gmo/GMO_001873>	"D-Histidine | D-ヒスチジン"		
<http://purl.jp/bio/10/gmo/GMO_001874>	"L-Tyrosine disodium salt dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001875>	"リボフラビンリン酸ナトリウム·ニ水和物 | Riboflavin 5'-monophosphate sodium salt dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001876>	"D-Galactose | D-ガラクトース"		
<http://purl.jp/bio/10/gmo/GMO_001877>	"Thiamine monophosphate"		
<http://purl.jp/bio/10/gmo/GMO_001878>	"Thiamine monophosphate chloride dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001879>	"Serum-derived component | 血清由来成分"		
<http://purl.jp/bio/10/gmo/GMO_001880>	"Artificial seawater with gravimetric salts"		
<http://purl.jp/bio/10/gmo/GMO_001881>	"Artificial seawater with volumetric salts"		
<http://purl.jp/bio/10/gmo/GMO_001882>	"Calcium sulfate | 硫酸カルシウム"		
<http://purl.jp/bio/10/gmo/GMO_001883>	"Cobalt(II) nitrate | 硝酸コバルト(II)"		
<http://purl.jp/bio/10/gmo/GMO_001884>	"硝酸マグネシウム | Magnesium nitrate"		
<http://purl.jp/bio/10/gmo/GMO_001885>	"Malachite green | マラカイトグリーン"		
<http://purl.jp/bio/10/gmo/GMO_001886>	"L-Cystine dihydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001887>	"L-Arginine monohydrochloride | L-アルギニン一塩酸塩"	"L-Arginine HCl"	
<http://purl.jp/bio/10/gmo/GMO_001888>	"L-Asparagine monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001889>	"L-Glutamic acid sodium salt"		
<http://purl.jp/bio/10/gmo/GMO_001890>	"Purified water | 精製水"		
<http://purl.jp/bio/10/gmo/GMO_001891>	"水 | Water"	"Water solvent"	
<http://purl.jp/bio/10/gmo/GMO_001892>	"Ultrapure water | 超純水"		
<http://purl.jp/bio/10/gmo/GMO_001893>	"Blood-derived component | 血液由来成分"	"Blood"	
<http://purl.jp/bio/10/gmo/GMO_001894>	"Vanadyl sulfate | 硫酸バナジル"	"オキシ硫酸バナジウム | Vanadium oxysulfate"	
<http://purl.jp/bio/10/gmo/GMO_001895>	"Difco &trade; LB agar, Lennox"		
<http://purl.jp/bio/10/gmo/GMO_001896>	"木炭 | Charcoal"		"Charcoal"
<http://purl.jp/bio/10/gmo/GMO_001897>	"Neutral red | ニュートラルレッド"		
<http://purl.jp/bio/10/gmo/GMO_001898>	"Yeast | 酵母"		
<http://purl.jp/bio/10/gmo/GMO_001899>	"L-Serine solution | L-セリン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001900>	"MJ(-N) synthetic seawater"		
<http://purl.jp/bio/10/gmo/GMO_001901>	"Bromophenol blue solution"		
<http://purl.jp/bio/10/gmo/GMO_001902>	"Potassium hydroxide | 水酸化カリウム"		
<http://purl.jp/bio/10/gmo/GMO_001903>	"Potassium hydroxide solution | 水酸化カリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001904>	"Trace mineral solution (JCM 411)"		
<http://purl.jp/bio/10/gmo/GMO_001905>	"Trace mineral solution (JCM 151)"		
<http://purl.jp/bio/10/gmo/GMO_001906>	"Trace mineral solution (JCM 369)"		
<http://purl.jp/bio/10/gmo/GMO_001907>	"Iron(III) oxide, poorly crystalline, solution"		
<http://purl.jp/bio/10/gmo/GMO_001908>	"メナジオン | Menadione"	"Vitamin K3"	
<http://purl.jp/bio/10/gmo/GMO_001909>	"Menadione solution | メナジオン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001910>	"ウルフミネラル溶液 | Wolfe's mineral solution"		
<http://purl.jp/bio/10/gmo/GMO_001911>	"Wolfe's mineral solution, modified (JCM 915)"		
<http://purl.jp/bio/10/gmo/GMO_001912>	"Iron stock solution | 鉄限度基準液"		"Preparation: Dissolve 0.2 g of Fe(NH4)2(SO4)2·6H2O (GMO_001676: Ammonium iron(II) sulfate hexahydrate) in 5 ml of distilled water (GMO_001001) containing 2 drops of concentrated HCl (GMO_001048: Hydrochrolic acid). When the Fe(NH4)2(SO4)2·6H2O has dissolved, bring volume up to 100 ml with distilled water."
<http://purl.jp/bio/10/gmo/GMO_001913>	"Trace element solution (JCM 480)"		
<http://purl.jp/bio/10/gmo/GMO_001914>	"Yeast cell paste"		
<http://purl.jp/bio/10/gmo/GMO_001915>	"Phosphate buffer (pH 7.2)"		"Preparation: Mix 28 ml of 1 M KH2PO4 (GMO_001468: Potassium phosphate monobasic solution) and 78 ml of 1 M Na2HPO4 (GMO_001505: Disodium phosphate solution) to prepare 100 ml of 1 M phosphate buffer (pH 7.2)"
