# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
assimilation-3-hydroxybutyrate	assimilation: 3-hydroxybutyrate	METPO:2000002	assimilates	CHEBI:37054	3-hydroxybutyrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-3-methylglucose	assimilation: 3-methylglucose	METPO:2000002	assimilates	CHEBI:73918	3-methylglucose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-3-o-methyl-alpha-d-glucopyranoside	assimilation: 3-O-methyl alpha-D-glucopyranoside	METPO:2000002	assimilates		3-O-methyl alpha-D-glucopyranoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-3-o-methyl-d-glucose	assimilation: 3-O-methyl-D-glucose	METPO:2000002	assimilates	CHEBI:73918	3-O-methyl-D-glucose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-3-phenylpropionate	assimilation: 3-phenylpropionate	METPO:2000002	assimilates	CHEBI:51057	3-phenylpropionate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-aminobutyrate	assimilation: 4-aminobutyrate	METPO:2000002	assimilates	CHEBI:30566	4-aminobutyrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-coumarate	assimilation: 4-coumarate	METPO:2000002	assimilates	CHEBI:32373	4-coumarate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-hydroxy-l-proline	assimilation: 4-hydroxy-L-proline	METPO:2000002	assimilates	CHEBI:18240	4-hydroxy-L-proline	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-hydroxybenzoate	assimilation: 4-hydroxybenzoate	METPO:2000002	assimilates	CHEBI:17879	4-hydroxybenzoate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-hydroxybutyrate	assimilation: 4-hydroxybutyrate	METPO:2000002	assimilates	CHEBI:16724	4-hydroxybutyrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-hydroxyphenylacetic-acid	assimilation: 4-hydroxyphenylacetic acid	METPO:2000002	assimilates	CHEBI:18101	4-hydroxyphenylacetic acid	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-6-o-phosphono-beta-d-galactoside	assimilation: 4-nitrophenyl 6-O-phosphono-beta-D-galactoside	METPO:2000002	assimilates	CHEBI:90128	4-nitrophenyl 6-O-phosphono-beta-D-galactoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-alpha-d-glucopyranoside	assimilation: 4-nitrophenyl alpha-D-glucopyranoside	METPO:2000002	assimilates	CHEBI:91122	4-nitrophenyl alpha-D-glucopyranoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-alpha-l-arabinoside	assimilation: 4-nitrophenyl alpha-L-arabinoside	METPO:2000002	assimilates	CHEBI:90133	4-nitrophenyl alpha-L-arabinoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-beta-d-galactopyranoside	assimilation: 4-nitrophenyl beta-D-galactopyranoside	METPO:2000002	assimilates	CHEBI:355715	4-nitrophenyl beta-D-galactopyranoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-beta-d-galactopyranoside-hydrolysate	assimilation: 4-nitrophenyl beta-D-galactopyranoside hydrolysate	METPO:2000002	assimilates		4-nitrophenyl beta-D-galactopyranoside hydrolysate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-beta-d-glucopyranoside	assimilation: 4-nitrophenyl beta-D-glucopyranoside	METPO:2000002	assimilates	CHEBI:90259	4-nitrophenyl beta-D-glucopyranoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-beta-d-glucuronide	assimilation: 4-nitrophenyl beta-D-glucuronide	METPO:2000002	assimilates	CHEBI:90146	4-nitrophenyl beta-D-glucuronide	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-beta-d-xylopyranoside	assimilation: 4-nitrophenyl beta-D-xylopyranoside	METPO:2000002	assimilates	CHEBI:90148	4-nitrophenyl beta-D-xylopyranoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-n-acetyl-beta-d-glucosaminide	assimilation: 4-nitrophenyl N-acetyl-beta-D-glucosaminide	METPO:2000002	assimilates	CHEBI:90343	4-nitrophenyl N-acetyl-beta-D-glucosaminide	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-phosphate	assimilation: 4-nitrophenyl phosphate	METPO:2000002	assimilates	CHEBI:17440	4-nitrophenyl phosphate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-nitrophenyl-beta-d-galactoside	assimilation: 4-nitrophenyl-beta-D-galactoside	METPO:2000002	assimilates	CHEBI:355715	4-nitrophenyl-beta-D-galactoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-oxopentanoate	assimilation: 4-oxopentanoate	METPO:2000002	assimilates	CHEBI:39150	4-oxopentanoate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-4-4-dihydroxy-biphenyl	assimilation: 4,4-dihydroxy-biphenyl	METPO:2000002	assimilates		4,4-dihydroxy-biphenyl	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-5-aminovalerate	assimilation: 5-aminovalerate	METPO:2000002	assimilates	CHEBI:15887	5-aminovalerate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-5-aminovaleric-acid	assimilation: 5-aminovaleric acid	METPO:2000002	assimilates	CHEBI:15887	5-aminovaleric acid	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-5-dehydro-d-gluconate	assimilation: 5-dehydro-D-gluconate	METPO:2000002	assimilates	CHEBI:58143	5-dehydro-D-gluconate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-5-oxoproline	assimilation: 5-oxoproline	METPO:2000002	assimilates	CHEBI:57606	5-oxoproline	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-acetamide	assimilation: acetamide	METPO:2000002	assimilates	CHEBI:27856	acetamide	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-acetate	assimilation: acetate	METPO:2000002	assimilates	CHEBI:30089	acetate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-acetic-acid	assimilation: acetic acid	METPO:2000002	assimilates	CHEBI:16411	acetic acid	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-acetoacetate	assimilation: acetoacetate	METPO:2000002	assimilates	CHEBI:13705	acetoacetate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-acetoin	assimilation: acetoin	METPO:2000002	assimilates	CHEBI:15688	acetoin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-acrylate	assimilation: acrylate	METPO:2000002	assimilates	CHEBI:37080	acrylate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-adenine	assimilation: adenine	METPO:2000002	assimilates	CHEBI:16708	adenine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-adenosine	assimilation: adenosine	METPO:2000002	assimilates	CHEBI:16335	adenosine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-adipate	assimilation: adipate	METPO:2000002	assimilates	CHEBI:17128	adipate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-agar	assimilation: agar	METPO:2000002	assimilates	CHEBI:2509	agar	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-agarose	assimilation: agarose	METPO:2000002	assimilates	CHEBI:2511	agarose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alanine	assimilation: alanine	METPO:2000002	assimilates	CHEBI:16449	alanine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alginate	assimilation: alginate	METPO:2000002	assimilates	CHEBI:58187	alginate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-allantoin	assimilation: allantoin	METPO:2000002	assimilates	CHEBI:15676	allantoin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-cyclodextrin	assimilation: alpha-cyclodextrin	METPO:2000002	assimilates	CHEBI:40585	alpha-cyclodextrin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-d-glucose	assimilation: alpha-D-glucose	METPO:2000002	assimilates	CHEBI:17925	alpha-D-glucose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-d-glucose-6-phosphate	assimilation: alpha-D-glucose 6-phosphate	METPO:2000002	assimilates	CHEBI:17665	alpha-D-glucose 6-phosphate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-hydroxybutyrate	assimilation: alpha-hydroxybutyrate	METPO:2000002	assimilates	CHEBI:64552	alpha-hydroxybutyrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-hydroxyglutarate-gamma-lactone	assimilation: alpha-hydroxyglutarate-gamma-lactone	METPO:2000002	assimilates	CHEBI:73673	alpha-hydroxyglutarate-gamma-lactone	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-l-rhamnose	assimilation: alpha-L-rhamnose	METPO:2000002	assimilates	CHEBI:27907	alpha-L-rhamnose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-alpha-lactose	assimilation: alpha-lactose	METPO:2000002	assimilates	CHEBI:36219	alpha-lactose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-amikacin	assimilation: amikacin	METPO:2000002	assimilates	CHEBI:2637	amikacin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-amino-acid	assimilation: amino acid	METPO:2000002	assimilates	CHEBI:33709	amino acid	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-ammonia	assimilation: ammonia	METPO:2000002	assimilates	CHEBI:16134	ammonia	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-ammonium-nitrate	assimilation: ammonium nitrate	METPO:2000002	assimilates	CHEBI:63038	ammonium nitrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-ammonium-sulfate	assimilation: ammonium sulfate	METPO:2000002	assimilates	CHEBI:62946	ammonium sulfate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-ampicillin	assimilation: ampicillin	METPO:2000002	assimilates	CHEBI:28971	ampicillin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-amygdalin	assimilation: amygdalin	METPO:2000002	assimilates	CHEBI:27613	amygdalin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-amylose	assimilation: amylose	METPO:2000002	assimilates	CHEBI:28102	amylose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-arabinitol	assimilation: arabinitol	METPO:2000002	assimilates	CHEBI:22605	arabinitol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-arabinogalactan	assimilation: arabinogalactan	METPO:2000002	assimilates	CHEBI:27569	arabinogalactan	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-arabinose	assimilation: arabinose	METPO:2000002	assimilates	CHEBI:22599	arabinose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-arbutin	assimilation: arbutin	METPO:2000002	assimilates	CHEBI:18305	arbutin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-arginine	assimilation: arginine	METPO:2000002	assimilates	CHEBI:29016	arginine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-ascorbate	assimilation: ascorbate	METPO:2000002	assimilates	CHEBI:22651	ascorbate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-asparagine	assimilation: asparagine	METPO:2000002	assimilates	CHEBI:22653	asparagine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-aspartate	assimilation: aspartate	METPO:2000002	assimilates	CHEBI:35391	aspartate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-azelaate	assimilation: azelaate	METPO:2000002	assimilates	CHEBI:78208	azelaate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-aztreonam	assimilation: aztreonam	METPO:2000002	assimilates	CHEBI:161680	aztreonam	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beef-extract	assimilation: beef extract	METPO:2000002	assimilates		beef extract	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-benzamide	assimilation: benzamide	METPO:2000002	assimilates	CHEBI:28179	benzamide	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-benzene	assimilation: benzene	METPO:2000002	assimilates	CHEBI:16716	benzene	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-benzoate	assimilation: benzoate	METPO:2000002	assimilates	CHEBI:16150	benzoate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-alanine	assimilation: beta-alanine	METPO:2000002	assimilates	CHEBI:16958	beta-alanine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-cyclodextrin	assimilation: beta-cyclodextrin	METPO:2000002	assimilates	CHEBI:495055	beta-cyclodextrin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-d-fucose	assimilation: beta-D-fucose	METPO:2000002	assimilates	CHEBI:27442	beta-D-fucose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-d-galacto-pyranosyl-d-arabinose	assimilation: beta-D-galacto-pyranosyl-D-arabinose	METPO:2000002	assimilates	CHEBI:73916	beta-D-galacto-pyranosyl-D-arabinose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-d-galactoside	assimilation: beta-D-galactoside	METPO:2000002	assimilates	CHEBI:28034	beta-D-galactoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-d-glucose	assimilation: beta-d-glucose	METPO:2000002	assimilates	CHEBI:15903	beta-d-glucose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-d-glucuronic-acid	assimilation: beta-D-glucuronic acid	METPO:2000002	assimilates	CHEBI:28860	beta-D-glucuronic acid	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-gentiobiose	assimilation: beta-gentiobiose	METPO:2000002	assimilates	CHEBI:71422	beta-gentiobiose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-beta-hydroxybutyrate	assimilation: beta-hydroxybutyrate	METPO:2000002	assimilates	CHEBI:8295	beta-hydroxybutyrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-betaine	assimilation: betaine	METPO:2000002	assimilates	CHEBI:17750	betaine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-bromosuccinate	assimilation: bromosuccinate	METPO:2000002	assimilates	CHEBI:73706	bromosuccinate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-butamine	assimilation: butamine	METPO:2000002	assimilates		butamine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-butanol	assimilation: butanol	METPO:2000002	assimilates	CHEBI:28885	butanol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-butyrate	assimilation: butyrate	METPO:2000002	assimilates	CHEBI:17968	butyrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-calcium-malate	assimilation: calcium malate	METPO:2000002	assimilates		calcium malate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-capric-acid	assimilation: Capric acid	METPO:2000002	assimilates	CHEBI:30813	Capric acid	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-carbon-dioxide	assimilation: carbon dioxide	METPO:2000002	assimilates	CHEBI:16526	carbon dioxide	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-carboxymethylcellulose	assimilation: carboxymethylcellulose	METPO:2000002	assimilates	CHEBI:85146	carboxymethylcellulose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-carnitine	assimilation: carnitine	METPO:2000002	assimilates	CHEBI:17126	carnitine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-casamino-acids	assimilation: casamino acids	METPO:2000002	assimilates		casamino acids	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-casein	assimilation: casein	METPO:2000002	assimilates		casein	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-casein-hydrolysate	assimilation: casein hydrolysate	METPO:2000002	assimilates		casein hydrolysate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-catechol	assimilation: catechol	METPO:2000002	assimilates	CHEBI:18135	catechol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-cellobiose	assimilation: cellobiose	METPO:2000002	assimilates	CHEBI:17057	cellobiose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-cellulose	assimilation: cellulose	METPO:2000002	assimilates	CHEBI:62968	cellulose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-chitin	assimilation: chitin	METPO:2000002	assimilates	CHEBI:17029	chitin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-chitosan	assimilation: chitosan	METPO:2000002	assimilates	CHEBI:16261	chitosan	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-choline	assimilation: choline	METPO:2000002	assimilates	CHEBI:15354	choline	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-cis-aconitate	assimilation: cis-aconitate	METPO:2000002	assimilates	CHEBI:16383	cis-aconitate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-citraconate	assimilation: citraconate	METPO:2000002	assimilates	CHEBI:30719	citraconate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
