substrate_label	card_count	example_cards	metatraits_chebi_id	chebi_label_from_oak	label_match	kgm_chebi_id	kgm_chebi_label	kgm_label_match	kgm_matches_metatraits	audit_status
galactitol	7	assimilation-galactitol; builds-acid-from-galactitol; carbon-source-galactitol	CHEBI:16813	galactitol	exact			not_found	n/a	verified
galactonate	1	carbon-source-galactonate	CHEBI:24148	galactonate	exact			not_found	n/a	verified
galactose	10	anaerobic-growth-galactose; assimilation-galactose; builds-acid-from-galactose	CHEBI:15022	electron donor	mismatch	CHEBI:28260	galactose	exact	no	mismatch
galacturonate	3	assimilation-galacturonate; builds-acid-from-galacturonate; carbon-source-galacturonate	CHEBI:24175	galacturonate	exact			not_found	n/a	verified
gamma-aminobutyric acid	5	assimilation-gamma-aminobutyric-acid; carbon-source-gamma-aminobutyric-acid; oxidation-gamma-aminobutyric-acid	CHEBI:16865	gamma-aminobutyric acid	exact			not_found	n/a	verified
gamma-cyclodextrin	3	assimilation-gamma-cyclodextrin; carbon-source-gamma-cyclodextrin; hydrolysis-gamma-cyclodextrin	CHEBI:495056	gamma-cyclodextrin	exact			not_found	n/a	verified
gamma-glutamyltransferase (EC2.3.2.2)	1	enzyme-activity-gamma-glutamyltransferase-ec2-3-2-2			no_curie			not_found	n/a	no_curie
gardimycin	1	produces-gardimycin			no_curie			not_found	n/a	no_curie
gelatin	11	assimilation-gelatin; builds-acid-from-gelatin; carbon-source-gelatin	CHEBI:5291	gelatin	exact	CHEBI:5291	gelatin	exact	yes	verified
gelatinase	1	enzyme-activity-gelatinase			no_curie			not_found	n/a	no_curie
geldanamycin	1	produces-geldanamycin	CHEBI:5292	geldanamycin	exact			not_found	n/a	verified
gellan gum	2	carbon-source-gellan-gum; growth-gellan-gum	CHEBI:85248	gellan gum	exact			not_found	n/a	verified
gentamicin	1	produces-gentamicin	CHEBI:17833	gentamycin	mismatch			not_found	n/a	mismatch
gentamicin C2b	1	produces-gentamicin-c2b	CHEBI:81283	Gentamicin C2b	exact			not_found	n/a	verified
gentiobiose	6	builds-acid-from-gentiobiose; carbon-source-gentiobiose; fermentation-gentiobiose	CHEBI:28066	gentiobiose	exact			not_found	n/a	verified
geomycin	1	produces-geomycin			no_curie			not_found	n/a	no_curie
geosmin	1	produces-geosmin	CHEBI:46703	geosmin	exact			not_found	n/a	verified
glebomycin	1	produces-glebomycin			no_curie			not_found	n/a	no_curie
glucomannan	2	carbon-source-glucomannan; degradation-glucomannan	CHEBI:17020	glucomannan	exact			not_found	n/a	verified
gluconate	7	assimilation-gluconate; builds-acid-from-gluconate; carbon-source-gluconate	CHEBI:24265	gluconate	exact			not_found	n/a	verified
glucosamine	4	assimilation-glucosamine; builds-acid-from-glucosamine; carbon-source-glucosamine	CHEBI:5417	glucosamine	exact			not_found	n/a	verified
glucose	13	anaerobic-growth-glucose; assimilation-glucose; builds-acid-from-glucose	CHEBI:15022	electron donor	mismatch	CHEBI:42758	aldehydo-D-glucose	mismatch	no	mismatch
glucose 1-phosphate	1	builds-acid-from-glucose-1-phosphate	CHEBI:29042	alpha-D-glucose 1-phosphate	mismatch			not_found	n/a	mismatch
glucuronamide	3	assimilation-glucuronamide; carbon-source-glucuronamide; oxidation-glucuronamide	CHEBI:32323	beta-D-glucuronamide	mismatch			not_found	n/a	mismatch
glufosinate	1	produces-glufosinate	CHEBI:52136	glufosinate	exact			not_found	n/a	verified
glutamate	7	assimilation-glutamate; carbon-source-glutamate; electron-acceptor-glutamate	CHEBI:17654	electron acceptor	mismatch			not_found	n/a	mismatch
glutamate decarboxylase (EC4.1.1.15)	1	enzyme-activity-glutamate-decarboxylase-ec4-1-1-15			no_curie			not_found	n/a	no_curie
glutamate dehydrogenase (EC1.4.1.4)	1	enzyme-activity-glutamate-dehydrogenase-ec1-4-1-4			no_curie			not_found	n/a	no_curie
glutamyl arylamidase pNA	1	enzyme-activity-glutamyl-arylamidase-pna			no_curie			not_found	n/a	no_curie
glutamyl-glutamate arylamidase	1	enzyme-activity-glutamyl-glutamate-arylamidase			no_curie			not_found	n/a	no_curie
glutamyl-glutamic acid	1	assimilation-glutamyl-glutamic-acid	CHEBI:5390	Glu-Glu	mismatch			not_found	n/a	mismatch
glutathione	1	assimilation-glutathione	CHEBI:16856	glutathione	exact	CHEBI:16856	glutathione	exact	yes	verified
glutathione oxidized	1	reduction-glutathione-oxidized	CHEBI:16856	glutathione	mismatch			not_found	n/a	mismatch
glu–gly–arg-arylamidase	1	enzyme-activity-glu-gly-arg-arylamidase			no_curie			not_found	n/a	no_curie
glycerol	8	assimilation-glycerol; builds-acid-from-glycerol; carbon-source-glycerol	CHEBI:15022	electron donor	mismatch	CHEBI:15978	sn-glycerol 3-phosphate	mismatch	no	mismatch
glycerol 1-phosphate	3	assimilation-glycerol-1-phosphate; carbon-source-glycerol-1-phosphate; energy-source-glycerol-1-phosphate	CHEBI:14336	glycerol 1-phosphate	exact			not_found	n/a	verified
glycerol 3-phosphate	2	builds-acid-from-glycerol-3-phosphate; carbon-source-glycerol-3-phosphate	CHEBI:15978	sn-glycerol 3-phosphate	mismatch			not_found	n/a	mismatch
glycin arylamidase	1	enzyme-activity-glycin-arylamidase			no_curie			not_found	n/a	no_curie
glycine	8	assimilation-glycine; carbon-source-glycine; degradation-glycine	CHEBI:15428	glycine	exact	CHEBI:57305	glycine zwitterion	mismatch	no	verified
glycine 1%	1	growth-glycine-1	CHEBI:15428	glycine	mismatch			not_found	n/a	mismatch
glycine-proline	3	assimilation-glycine-proline; carbon-source-glycine-proline; oxidation-glycine-proline	CHEBI:70744	Gly-Pro	mismatch			not_found	n/a	mismatch
glycogen	8	assimilation-glycogen; builds-acid-from-glycogen; carbon-source-glycogen	CHEBI:28087	glycogen	exact			not_found	n/a	verified
glycolate	1	assimilation-glycolate	CHEBI:29805	glycolate	exact			not_found	n/a	verified
glycyl L-aspartic acid	2	assimilation-glycyl-l-aspartic-acid; respiration-glycyl-l-aspartic-acid	CHEBI:73804	Gly-Asp	mismatch			not_found	n/a	mismatch
glycyl tryptophan arylamidase	1	enzyme-activity-glycyl-tryptophan-arylamidase			no_curie			not_found	n/a	no_curie
glycyl-l-glutamate	1	assimilation-glycyl-l-glutamate	CHEBI:73784	Gly-Glu(1-)	mismatch			not_found	n/a	mismatch
glycyl-L-proline	2	assimilation-glycyl-l-proline; oxidation-glycyl-l-proline	CHEBI:70744	Gly-Pro	mismatch			not_found	n/a	mismatch
glycylglycine	1	assimilation-glycylglycine	CHEBI:17201	glycylglycine	exact	CHEBI:17201	glycylglycine	exact	yes	verified
glycylglycylglycine	1	assimilation-glycylglycylglycine	CHEBI:63961	glycyl-glycyl-glycine	mismatch			not_found	n/a	mismatch
glyoxylate	1	assimilation-glyoxylate	CHEBI:36655	glyoxylate	exact			not_found	n/a	verified
goethite	1	growth-goethite			no_curie			not_found	n/a	no_curie
gramicidin	1	produces-gramicidin			no_curie			not_found	n/a	no_curie
granaticin	1	produces-granaticin	CHEBI:5533	granaticin	exact			not_found	n/a	verified
grasseriomycin	1	produces-grasseriomycin			no_curie			not_found	n/a	no_curie
grisamine	1	produces-grisamine			no_curie			not_found	n/a	no_curie
grisemycin	1	produces-grisemycin			no_curie			not_found	n/a	no_curie
griseolutein A	1	produces-griseolutein-a			no_curie			not_found	n/a	no_curie
griseolutein B	1	produces-griseolutein-b			no_curie			not_found	n/a	no_curie
griseoviridin	1	produces-griseoviridin			no_curie			not_found	n/a	no_curie
guamecycline	1	produces-guamecycline	CHEBI:135854	guamecycline	exact			not_found	n/a	verified
guanine	1	hydrolysis-guanine	CHEBI:16235	guanine	exact			not_found	n/a	verified
halomicin	1	produces-halomicin			no_curie			not_found	n/a	no_curie
helixin	1	produces-helixin	CHEBI:69370	kalopanaxsaponin A	mismatch			not_found	n/a	mismatch
hexanoate	4	assimilation-hexanoate; carbon-source-hexanoate; growth-hexanoate	CHEBI:17120	hexanoate	exact			not_found	n/a	verified
hippurate	4	assimilation-hippurate; fermentation-hippurate; growth-hippurate	CHEBI:606565	N-benzoylglycinate	mismatch			not_found	n/a	mismatch
hippurate hydrolase (EC3.5.1.32)	1	enzyme-activity-hippurate-hydrolase-ec3-5-1-32			no_curie			not_found	n/a	no_curie
histidine	5	carbon-source-histidine; degradation-histidine; fermentation-histidine	CHEBI:27570	histidine	exact	CHEBI:27570	histidine	exact	yes	verified
histidine arylamidase	1	enzyme-activity-histidine-arylamidase			no_curie			not_found	n/a	no_curie
hitachimycin	1	produces-hitachimycin			no_curie			not_found	n/a	no_curie
hopanoid	1	produces-hopanoid	CHEBI:51963	hopanoid	exact			not_found	n/a	verified
hortesin	1	produces-hortesin			no_curie			not_found	n/a	no_curie
hydantoin	1	assimilation-hydantoin	CHEBI:27612	hydantoin	exact			not_found	n/a	verified
hydrocarbon	1	degradation-hydrocarbon			no_curie			not_found	n/a	no_curie
hydrogen	2	oxidation-in-darkness-hydrogen; produces-hydrogen	CHEBI:49637	hydrogen atom	mismatch			not_found	n/a	mismatch
hydrogen sulfide	5	assimilation-hydrogen-sulfide; electron-donor-hydrogen-sulfide; hydrolysis-hydrogen-sulfide	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
hydrogenase (EC1.12.99.6)	1	enzyme-activity-hydrogenase-ec1-12-99-6			no_curie			not_found	n/a	no_curie
hydroxyethylcellulose	2	degradation-hydroxyethylcellulose; hydrolysis-hydroxyethylcellulose	CHEBI:85249	hydroxyethylcellulose	exact			not_found	n/a	verified
hydroxystreptomycin	1	produces-hydroxystreptomycin	CHEBI:24750	5'-hydroxystreptomycin	mismatch			not_found	n/a	mismatch
hygromycin	1	produces-hygromycin	CHEBI:24753	hygromycin	exact			not_found	n/a	verified
hygromycin A	1	produces-hygromycin-a	CHEBI:69414	hygromycin A	exact			not_found	n/a	verified
hypoxanthine	4	assimilation-hypoxanthine; degradation-hypoxanthine; hydrolysis-hypoxanthine	CHEBI:17368	hypoxanthine	exact			not_found	n/a	verified
indigoidine	1	produces-indigoidine	CHEBI:79296	indigoidine	exact			not_found	n/a	verified
indochrome	1	produces-indochrome			no_curie			not_found	n/a	no_curie
indole	5	assimilation-indole; fermentation-indole; produces-indole	CHEBI:35581	indole	exact			not_found	n/a	verified
indole-3-acetate	1	produces-indole-3-acetate	CHEBI:30854	indole-3-acetate	exact			not_found	n/a	verified
indole-3-acetic acid	2	oxidation-indole-3-acetic-acid; produces-indole-3-acetic-acid	CHEBI:16411	indole-3-acetic acid	exact			not_found	n/a	verified
indolmycin	1	produces-indolmycin	CHEBI:79394	indolmycin	exact			not_found	n/a	verified
indoxyl acetate	1	hydrolysis-indoxyl-acetate			no_curie			not_found	n/a	no_curie
inosine	2	assimilation-inosine; carbon-source-inosine	CHEBI:17596	inosine	exact			not_found	n/a	verified
inositol	2	fermentation-inositol; growth-inositol	CHEBI:17268	myo-inositol	mismatch	CHEBI:24848	inositol	exact	no	mismatch
inulin	5	builds-acid-from-inulin; carbon-source-inulin; degradation-inulin	CHEBI:15443	inulin	exact			not_found	n/a	verified
inuline	1	fermentation-inuline	CHEBI:2759	Anthranoyllycoctonine	mismatch			not_found	n/a	mismatch
iodide	1	oxidation-iodide	CHEBI:16382	iodide	exact			not_found	n/a	verified
iron	6	electron-acceptor-iron; electron-donor-iron; oxidation-in-darkness-iron	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
iron trichloride	1	electron-acceptor-iron-trichloride	CHEBI:17654	electron acceptor	mismatch			not_found	n/a	mismatch
isobutyrate	3	assimilation-isobutyrate; growth-isobutyrate; produces-isobutyrate	CHEBI:48944	isobutyrate	exact			not_found	n/a	verified
isocaproate	1	produces-isocaproate	CHEBI:74904	isocaproate	exact			not_found	n/a	verified
isoleucine	4	degradation-isoleucine; electron-donor-isoleucine; nitrogen-source-isoleucine	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
isoorientin	1	degradation-isoorientin	CHEBI:17965	isoorientin	exact			not_found	n/a	verified
isovalerate	1	produces-isovalerate	CHEBI:48942	isovalerate	exact			not_found	n/a	verified
isovitexin	1	degradation-isovitexin	CHEBI:18330	isovitexin	exact			not_found	n/a	verified
itaconate	2	assimilation-itaconate; carbon-source-itaconate	CHEBI:17240	itaconate(2-)	mismatch			not_found	n/a	mismatch
kanamycin	1	produces-kanamycin	CHEBI:6104	kanamycin	exact			not_found	n/a	verified
kanchanomycin	1	produces-kanchanomycin			no_curie			not_found	n/a	no_curie
kasugamycin	1	produces-kasugamycin	CHEBI:81419	kasugamycin	exact			not_found	n/a	verified
ketomycin	1	produces-ketomycin			no_curie			not_found	n/a	no_curie
kijanimicin	1	produces-kijanimicin			no_curie			not_found	n/a	no_curie
L-alaninamide	3	assimilation-l-alaninamide; carbon-source-l-alaninamide; oxidation-l-alaninamide	CHEBI:21217	L-alaninamide	exact			not_found	n/a	verified
L-alanine	5	assimilation-l-alanine; builds-acid-from-l-alanine; carbon-source-l-alanine	CHEBI:16977	L-alanine	exact	CHEBI:16977	L-alanine	exact	yes	verified
L-alanine 4-nitroanilide	2	assimilation-l-alanine-4-nitroanilide; nitrogen-source-l-alanine-4-nitroanilide			no_curie			not_found	n/a	no_curie
L-arabinose	5	assimilation-l-arabinose; builds-acid-from-l-arabinose; carbon-source-l-arabinose	CHEBI:30849	L-arabinose	exact			not_found	n/a	verified
L-arabitol	3	assimilation-l-arabitol; builds-acid-from-l-arabitol; carbon-source-l-arabitol	CHEBI:18403	L-arabinitol	mismatch			not_found	n/a	mismatch
L-arginine	7	assimilation-l-arginine; carbon-source-l-arginine; energy-source-l-arginine	CHEBI:16467	L-arginine	exact	CHEBI:16467	L-arginine	exact	yes	verified
L-arginine arylamidase	1	enzyme-activity-l-arginine-arylamidase			no_curie			not_found	n/a	no_curie
L-arginine-2-naphthylamide	1	assimilation-l-arginine-2-naphthylamide	CHEBI:90350	L-arginine 2-naphthylamide	mismatch			not_found	n/a	mismatch
L-asparagine	3	assimilation-l-asparagine; growth-l-asparagine; nitrogen-source-l-asparagine	CHEBI:17196	L-asparagine	exact	CHEBI:17196	L-asparagine	exact	yes	verified
L-aspartate	5	assimilation-l-aspartate; carbon-source-l-aspartate; growth-l-aspartate	CHEBI:29991	L-aspartate(1-)	mismatch			not_found	n/a	mismatch
L-aspartate arylamidase (EC3.4.11.21)	1	enzyme-activity-l-aspartate-arylamidase-ec3-4-11-21			no_curie			not_found	n/a	no_curie
L-cysteine	4	assimilation-l-cysteine; carbon-source-l-cysteine; growth-l-cysteine	CHEBI:17561	L-cysteine	exact	CHEBI:17561	L-cysteine	exact	yes	verified
L-cystine	3	energy-source-l-cystine; nitrogen-source-l-cystine; reduction-l-cystine	CHEBI:16283	L-cystine	exact	CHEBI:16283	L-cystine	exact	yes	verified
L-fructose	1	fermentation-l-fructose	CHEBI:28120	L-fructose	exact			not_found	n/a	verified
L-fucose	4	assimilation-l-fucose; builds-acid-from-l-fucose; carbon-source-l-fucose	CHEBI:18287	L-fucose	exact	CHEBI:18287	L-fucose	exact	yes	verified
L-glutamate	9	assimilation-l-glutamate; carbon-source-l-glutamate; degradation-l-glutamate	CHEBI:29985	L-glutamate(1-)	mismatch			not_found	n/a	mismatch
L-glutamine	3	assimilation-l-glutamine; carbon-source-l-glutamine; nitrogen-source-l-glutamine	CHEBI:18050	L-glutamine	exact	CHEBI:18050	L-glutamine	exact	yes	verified
L-histidine	4	assimilation-l-histidine; carbon-source-l-histidine; energy-source-l-histidine	CHEBI:15971	L-histidine	exact	CHEBI:15971	L-histidine	exact	yes	verified
L-inositol	1	carbon-source-l-inositol	CHEBI:27374	1L-chiro-inositol	mismatch			not_found	n/a	mismatch
L-isoleucine	1	assimilation-l-isoleucine	CHEBI:17191	L-isoleucine	exact	CHEBI:17191	L-isoleucine	exact	yes	verified
L-lactate	2	assimilation-l-lactate; produces-l-lactate			no_curie			not_found	n/a	no_curie
L-leucine	1	assimilation-l-leucine	CHEBI:15603	L-leucine	exact	CHEBI:15603	L-leucine	exact	yes	verified
L-lysine	2	assimilation-l-lysine; nitrogen-source-l-lysine	CHEBI:18019	L-lysine	exact	CHEBI:18019	L-lysine	exact	yes	verified
L-lyxose	1	carbon-source-l-lyxose	CHEBI:62320	L-lyxose	exact			not_found	n/a	verified
L-malate	2	assimilation-l-malate; carbon-source-l-malate	CHEBI:15589	(S)-malate(2-)	mismatch			not_found	n/a	mismatch
L-methionine	1	nitrogen-source-l-methionine	CHEBI:16643	L-methionine	exact	CHEBI:16643	L-methionine	exact	yes	verified
L-ornithine	1	assimilation-l-ornithine	CHEBI:15729	L-ornithine	exact			not_found	n/a	verified
L-phenylalanine	4	assimilation-l-phenylalanine; energy-source-l-phenylalanine; growth-l-phenylalanine	CHEBI:17295	L-phenylalanine	exact	CHEBI:17295	L-phenylalanine	exact	yes	verified
L-proline	5	assimilation-l-proline; carbon-source-l-proline; growth-l-proline	CHEBI:17203	L-proline	exact	CHEBI:17203	L-proline	exact	yes	verified
L-rhamnose	8	assimilation-l-rhamnose; builds-acid-from-l-rhamnose; carbon-source-l-rhamnose	CHEBI:62345	L-rhamnose	exact			not_found	n/a	verified
L-serine	4	assimilation-l-serine; carbon-source-l-serine; nitrogen-source-l-serine	CHEBI:17115	L-serine	exact	CHEBI:17115	L-serine	exact	yes	verified
L-sorbose	1	builds-acid-from-l-sorbose	CHEBI:17266	L-sorbose	exact			not_found	n/a	verified
L-sorbosone	1	produces-l-sorbosone			no_curie			not_found	n/a	no_curie
L-tartrate	2	assimilation-l-tartrate; growth-l-tartrate	CHEBI:30924	L-tartrate(2-)	mismatch			not_found	n/a	mismatch
L-threonine	2	assimilation-l-threonine; nitrogen-source-l-threonine	CHEBI:16857	L-threonine	exact	CHEBI:16857	L-threonine	exact	yes	verified
L-tryptophan	3	assimilation-l-tryptophan; hydrolysis-l-tryptophan; produces-l-tryptophan	CHEBI:16828	L-tryptophan	exact	CHEBI:16828	L-tryptophan	exact	yes	verified
L-tyrosine	2	degradation-l-tyrosine; hydrolysis-l-tyrosine	CHEBI:17895	L-tyrosine	exact	CHEBI:17895	L-tyrosine	exact	yes	verified
L-valine	2	assimilation-l-valine; nitrogen-source-l-valine	CHEBI:16414	L-valine	exact	CHEBI:16414	L-valine	exact	yes	verified
L-xylose	1	builds-acid-from-l-xylose	CHEBI:65328	L-xylose	exact			not_found	n/a	verified
lactacystin	1	produces-lactacystin	CHEBI:52722	lactacystin	exact			not_found	n/a	verified
lactate	9	assimilation-lactate; carbon-source-lactate; electron-donor-lactate	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
lactose	8	assimilation-lactose; builds-acid-from-lactose; carbon-source-lactose	CHEBI:15022	electron donor	mismatch	CHEBI:36218	beta-lactose	mismatch	no	mismatch
lactosidase	1	enzyme-activity-lactosidase			no_curie			not_found	n/a	no_curie
lactulose	1	fermentation-lactulose	CHEBI:6359	lactulose	exact			not_found	n/a	verified
laminarin	2	carbon-source-laminarin; degradation-laminarin	CHEBI:6364	laminarin	exact			not_found	n/a	verified
lancovutide	1	produces-lancovutide	CHEBI:77834	lancovutide	exact			not_found	n/a	verified
lecithin	1	hydrolysis-lecithin	CHEBI:61995	lecithin	exact			not_found	n/a	verified
lecithinase	1	enzyme-activity-lecithinase			no_curie			not_found	n/a	no_curie
leucine	3	carbon-source-leucine; produces-leucine; utilizes-leucine	CHEBI:25017	leucine	exact			not_found	n/a	verified
leucine aminopeptidase (EC3.4.1.1)	1	enzyme-activity-leucine-aminopeptidase-ec3-4-1-1			no_curie			not_found	n/a	no_curie
leucine arylamidase (EC3.4.11.1)	1	enzyme-activity-leucine-arylamidase-ec3-4-11-1			no_curie			not_found	n/a	no_curie
leucyl glycin arylamidase (EC3.4.11.1)	1	enzyme-activity-leucyl-glycin-arylamidase-ec3-4-11-1			no_curie			not_found	n/a	no_curie
leupeptin	1	produces-leupeptin	CHEBI:6426	leupeptin	exact			not_found	n/a	verified
levorin	1	produces-levorin			no_curie			not_found	n/a	no_curie
lignin	1	degradation-lignin			no_curie			not_found	n/a	no_curie
limocrocin	1	produces-limocrocin			no_curie			not_found	n/a	no_curie
lincomycin	1	produces-lincomycin	CHEBI:6472	lincomycin	exact			not_found	n/a	verified
lipase	1	enzyme-activity-lipase			no_curie			not_found	n/a	no_curie
lipase (C 14)	1	enzyme-activity-lipase-c-14			no_curie			not_found	n/a	no_curie
lipase (Tween 80)	1	enzyme-activity-lipase-tween-80			no_curie			not_found	n/a	no_curie
lipoxamycin	1	produces-lipoxamycin			no_curie			not_found	n/a	no_curie
lomofungin	1	produces-lomofungin			no_curie			not_found	n/a	no_curie
lucimycin	1	produces-lucimycin	CHEBI:135874	lucimycin	exact			not_found	n/a	verified
lydimycin	1	produces-lydimycin			no_curie			not_found	n/a	no_curie
lysine	3	degradation-lysine; produces-lysine; utilizes-lysine	CHEBI:25094	lysine	exact			not_found	n/a	verified
lysine decarboxylase (EC4.1.1.18)	1	enzyme-activity-lysine-decarboxylase-ec4-1-1-18			no_curie			not_found	n/a	no_curie
lysocellin	1	produces-lysocellin			no_curie			not_found	n/a	no_curie
lysozyme (EC3.2.1.17)	1	enzyme-activity-lysozyme-ec3-2-1-17			no_curie			not_found	n/a	no_curie
MacConkey agar	1	growth-macconkey-agar			no_curie			not_found	n/a	no_curie
magnesium(2+)	1	growth-magnesium-2	CHEBI:18420	magnesium(2+)	exact			not_found	n/a	verified
malate	7	assimilation-malate; builds-acid-from-malate; carbon-source-malate	CHEBI:15022	electron donor	mismatch	CHEBI:25115	malate	exact	no	mismatch
maleic acid	2	fermentation-maleic-acid; growth-maleic-acid	CHEBI:18300	maleic acid	exact			not_found	n/a	verified
malonate	4	assimilation-malonate; builds-acid-from-malonate; carbon-source-malonate	CHEBI:15792	malonate(2-)	mismatch			not_found	n/a	mismatch
maltose	9	assimilation-maltose; builds-acid-from-maltose; carbon-source-maltose	CHEBI:15022	electron donor	mismatch	CHEBI:18167	alpha-maltose	mismatch	no	mismatch
maltose hydrate	4	builds-acid-from-maltose-hydrate; carbon-source-maltose-hydrate; fermentation-maltose-hydrate			no_curie			not_found	n/a	no_curie
manganese	3	electron-acceptor-manganese; electron-donor-manganese; oxidation-manganese	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
manganese dioxide	1	electron-acceptor-manganese-dioxide	CHEBI:17654	electron acceptor	mismatch			not_found	n/a	mismatch
manganous ion	1	energy-source-manganous-ion	CHEBI:29035	manganese(2+)	mismatch			not_found	n/a	mismatch
mannan	1	assimilation-mannan	CHEBI:28808	mannan	exact			not_found	n/a	verified
mannitol	6	assimilation-mannitol; builds-acid-from-mannitol; carbon-source-mannitol	CHEBI:29864	mannitol	exact	CHEBI:29864	mannitol	exact	yes	verified
mannose	7	assimilation-mannose; builds-acid-from-mannose; carbon-source-mannose	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
manumycin	1	produces-manumycin	CHEBI:29623	manumycin A	mismatch			not_found	n/a	mismatch
marinostatin	1	produces-marinostatin			no_curie			not_found	n/a	no_curie
matamycin	1	produces-matamycin			no_curie			not_found	n/a	no_curie
meat extract	2	assimilation-meat-extract; growth-meat-extract			no_curie			not_found	n/a	no_curie
melanin	2	carbon-source-melanin; produces-melanin	CHEBI:89634	Melanin	exact			not_found	n/a	verified
melezitose	5	assimilation-melezitose; builds-acid-from-melezitose; carbon-source-melezitose	CHEBI:6731	melezitose	exact			not_found	n/a	verified
melibiose	5	assimilation-melibiose; builds-acid-from-melibiose; carbon-source-melibiose	CHEBI:28053	melibiose	exact	CHEBI:28053	melibiose	exact	yes	verified
methane	5	carbon-source-methane; energy-source-methane; oxidation-methane	CHEBI:16183	methane	exact			not_found	n/a	verified
methane by disproportionation of methyl groups	1	produces-methane-by-disproportionation-of-methyl-groups	CHEBI:16183	methane	mismatch			not_found	n/a	mismatch
methane by reduction of methyl compounds	1	produces-methane-by-reduction-of-methyl-compounds	CHEBI:16183	methane	mismatch			not_found	n/a	mismatch
methane from acetate	1	produces-methane-from-acetate			no_curie			not_found	n/a	no_curie
methane from CO2	1	produces-methane-from-co2			no_curie			not_found	n/a	no_curie
methane from formate	1	produces-methane-from-formate			no_curie			not_found	n/a	no_curie
methane from hydrogen	1	produces-methane-from-hydrogen			no_curie			not_found	n/a	no_curie
methanol	7	assimilation-methanol; carbon-source-methanol; electron-acceptor-methanol	CHEBI:17654	electron acceptor	mismatch	CHEBI:17790	methanol	exact	no	mismatch
methanol dehydrogenase (EC1.1.1.244)	1	enzyme-activity-methanol-dehydrogenase-ec1-1-1-244			no_curie			not_found	n/a	no_curie
methionine	1	utilizes-methionine	CHEBI:16811	methionine	exact			not_found	n/a	verified
methyl	1	carbon-source-methyl	CHEBI:29309	methyl	exact			not_found	n/a	verified
methyl alpha-D-glucopyranoside	3	assimilation-methyl-alpha-d-glucopyranoside; builds-acid-from-methyl-alpha-d-glucopyranoside; carbon-source-methyl-alpha-d-glucopyranoside	CHEBI:320061	methyl alpha-D-glucopyranoside	exact			not_found	n/a	verified
methyl alpha-D-mannoside	2	builds-acid-from-methyl-alpha-d-mannoside; carbon-source-methyl-alpha-d-mannoside	CHEBI:43943	methyl alpha-D-mannoside	exact			not_found	n/a	verified
methyl beta-D-glucopyranoside	1	builds-acid-from-methyl-beta-d-glucopyranoside	CHEBI:320055	methyl beta-D-glucopyranoside	exact			not_found	n/a	verified
methyl beta-D-xylopyranoside	1	builds-acid-from-methyl-beta-d-xylopyranoside	CHEBI:74863	methyl beta-D-xylopyranoside	exact			not_found	n/a	verified
methyl D-glucoside	2	builds-acid-from-methyl-d-glucoside; carbon-source-methyl-d-glucoside	CHEBI:37657	methyl D-glucoside	exact			not_found	n/a	verified
methyl pyruvate	3	carbon-source-methyl-pyruvate; oxidation-methyl-pyruvate; utilizes-methyl-pyruvate	CHEBI:51850	methyl pyruvate	exact			not_found	n/a	verified
methylamine	4	assimilation-methylamine; carbon-source-methylamine; electron-acceptor-methylamine	CHEBI:16830	methylamine	exact	CHEBI:16830	methylamine	exact	yes	verified
methylenomycin A	1	produces-methylenomycin-a			no_curie			not_found	n/a	no_curie
midecamycin	1	produces-midecamycin	CHEBI:31845	Midecamycin	exact			not_found	n/a	verified
miharamycin A	1	produces-miharamycin-a			no_curie			not_found	n/a	no_curie
miharamycin B	1	produces-miharamycin-b			no_curie			not_found	n/a	no_curie
milk	4	assimilation-milk; degradation-milk; hydrolysis-milk			no_curie			not_found	n/a	no_curie
minimycin	1	produces-minimycin			no_curie			not_found	n/a	no_curie
minomycin	1	produces-minomycin	CHEBI:50694	minocycline	mismatch			not_found	n/a	mismatch
mithramycin	1	produces-mithramycin	CHEBI:31856	mithramycin	exact			not_found	n/a	verified
mitomycin	1	produces-mitomycin	CHEBI:25357	mitomycin	exact			not_found	n/a	verified
molybdate	1	growth-molybdate	CHEBI:36264	molybdate	exact			not_found	n/a	verified
monazomycin	1	produces-monazomycin			no_curie			not_found	n/a	no_curie
monomethyl succinate	1	assimilation-monomethyl-succinate	CHEBI:75146	monomethyl succinate	exact			not_found	n/a	verified
mycobacidin	1	produces-mycobacidin			no_curie			not_found	n/a	no_curie
myo-inositol	6	assimilation-myo-inositol; builds-acid-from-myo-inositol; carbon-source-myo-inositol	CHEBI:17268	myo-inositol	exact	CHEBI:17268	myo-inositol	exact	yes	verified
N-acetyl-beta-glucosaminidase (EC3.2.1.52)	1	enzyme-activity-n-acetyl-beta-glucosaminidase-ec3-2-1-52			no_curie			not_found	n/a	no_curie
N-acetyl-D-glucosamine	2	assimilation-n-acetyl-d-glucosamine; electron-donor-n-acetyl-d-glucosamine	CHEBI:15022	electron donor	mismatch	CHEBI:8006	Peptidoglycan(N-acetyl-D-glucosamine)	mismatch	no	mismatch
